"dtime per day","Average speed (Mbps)"
"2011-04-04","2.987"
"2011-04-05","2.977"
"2011-04-06","3.059"
"2011-04-07","3.024"
"2011-04-08","2.946"
"2011-04-09","2.971"
"2011-04-10","2.976"
"2011-04-11","2.95"
"2011-04-12","3.005"
"2011-04-13","2.974"
"2011-04-14","3.046"
"2011-04-15","3.039"
"2011-04-16","3.083"
"2011-04-17","3.037"
"2011-04-18","3.036"
"2011-04-19","3.125"
"2011-04-20","3.087"
"2011-04-21","3.018"
"2011-04-22","3.067"
"2011-04-23","3.05"
"2011-04-24","3.122"
"2011-04-25","3.112"
"2011-04-26","3.108"
"2011-04-27","3.108"
"2011-04-28","3.054"
"2011-04-29","3.073"
"2011-04-30","3.077"
"2011-05-01","3.015"
"2011-05-02","3.078"
"2011-05-03","3.081"
"2011-05-04","3.166"
"2011-05-05","3.118"
"2011-05-06","3.117"
"2011-05-07","3.101"
"2011-05-08","3.075"
"2011-05-09","3.075"
"2011-05-10","3.052"
"2011-05-11","3.042"
"2011-05-12","3.247"
"2011-05-13","3.385"
"2011-05-14","3.303"
"2011-05-15","3.085"
"2011-05-16","3.08"
"2011-05-17","3.084"
"2011-05-18","3.093"
"2011-05-19","3.099"
"2011-05-20","3.065"
"2011-05-21","3.111"
"2011-05-22","3.128"
"2011-05-23","3.103"
"2011-05-24","3.141"
"2011-05-25","3.112"
"2011-05-26","3.132"
"2011-05-27","3.13"
"2011-05-28","3.134"
"2011-05-29","3.136"
"2011-05-30","3.149"
"2011-05-31","3.133"
"2011-06-01","3.113"
"2011-06-02","3.144"
"2011-06-03","3.135"
"2011-06-04","3.169"
"2011-06-05","3.166"
"2011-06-06","3.184"
"2011-06-07","3.152"
"2011-06-08","3.173"
"2011-06-09","3.145"
"2011-06-10","3.161"
"2011-06-11","3.169"
"2011-06-12","3.182"
"2011-06-13","3.203"
"2011-06-14","3.22"
"2011-06-15","3.212"
"2011-06-16","3.203"
"2011-06-17","3.212"
"2011-06-18","3.22"
"2011-06-19","3.21"
"2011-06-20","3.215"
"2011-06-21","3.182"
"2011-06-22","3.21"
"2011-06-23","3.212"
"2011-06-24","3.232"
"2011-06-25","3.178"
"2011-06-26","3.216"
"2011-06-27","3.198"
"2011-06-28","3.218"
"2011-06-29","3.206"
"2011-06-30","3.203"
"2011-07-01","3.218"
"2011-07-02","3.225"
"2011-07-03","3.232"
"2011-07-04","3.203"
"2011-07-05","3.211"
"2011-07-06","3.191"
"2011-07-07","3.191"
"2011-07-08","3.177"
"2011-07-09","3.232"
"2011-07-10","3.24"
"2011-07-11","3.245"
"2011-07-12","3.239"
"2011-07-13","3.239"
"2011-07-14","3.247"
"2011-07-15","3.328"
"2011-07-16","3.237"
"2011-07-17","3.246"
"2011-07-18","3.252"
"2011-07-19","3.249"
"2011-07-20","3.218"
"2011-07-21","3.239"
"2011-07-22","3.229"
"2011-07-23","3.234"
"2011-07-24","3.235"
"2011-07-25","3.243"
"2011-07-26","3.249"
"2011-07-27","3.247"
"2011-07-28","3.228"
"2011-07-29","3.253"
"2011-07-30","3.228"
"2011-07-31","3.23"
"2011-08-01","3.219"
"2011-08-02","3.224"
"2011-08-03","3.319"
"2011-08-04","3.244"
"2011-08-05","3.202"
"2011-08-06","3.229"
"2011-08-07","3.201"
"2011-08-08","3.21"
"2011-08-09","3.2"
"2011-08-10","3.202"
"2011-08-11","3.219"
"2011-08-12","3.215"
"2011-08-13","3.229"
"2011-08-14","3.192"
"2011-08-15","3.192"
"2011-08-16","3.211"
"2011-08-17","3.217"
"2011-08-18","3.201"
"2011-08-19","3.221"
"2011-08-20","3.229"
"2011-08-21","3.319"
"2011-08-22","3.356"
"2011-08-23","3.36"
"2011-08-24","3.346"
"2011-08-25","3.342"
"2011-08-26","3.349"
"2011-08-27","3.344"
"2011-08-28","3.202"
"2011-08-29","3.282"
"2011-08-30","3.266"
"2011-08-31","3.3"
"2011-09-01","3.292"
"2011-09-02","3.287"
"2011-09-03","3.329"
"2011-09-04","3.337"
"2011-09-05","3.318"
"2011-09-06","3.299"
"2011-09-07","3.29"
"2011-09-08","3.303"
"2011-09-09","3.289"
"2011-09-10","3.307"
"2011-09-11","3.292"
"2011-09-12","3.265"
"2011-09-13","3.286"
"2011-09-14","3.22"
"2011-09-15","3.226"
"2011-09-16","3.241"
"2011-09-17","3.246"
"2011-09-18","3.237"
"2011-09-19","3.246"
"2011-09-20","3.248"
"2011-09-21","3.212"
"2011-09-22","3.186"
"2011-09-23","3.187"
"2011-09-24","3.187"
"2011-09-25","3.192"
"2011-09-26","3.18"
"2011-09-27","3.174"
"2011-09-28","3.158"
"2011-09-29","3.161"
"2011-09-30","3.176"
"2011-10-01","3.178"
"2011-10-02","3.192"
"2011-10-03","3.169"
"2011-10-04","3.169"
"2011-10-05","3.181"
"2011-10-06","3.175"
"2011-10-07","3.183"
"2011-10-08","3.177"
"2011-10-09","3.211"
"2011-10-10","3.185"
"2011-10-11","3.204"
"2011-10-12","3.195"
"2011-10-13","3.238"
"2011-10-14","3.218"
"2011-10-15","3.192"
"2011-10-16","3.223"
"2011-10-17","3.23"
"2011-10-18","3.22"
"2011-10-19","3.208"
"2011-10-20","3.21"
"2011-10-21","3.203"
"2011-10-22","3.212"
"2011-10-23","3.211"
"2011-10-24","3.226"
"2011-10-25","3.212"
"2011-10-26","3.195"
"2011-10-27","3.18"
"2011-10-28","3.181"
"2011-10-29","3.196"
"2011-10-30","3.158"
"2011-10-31","3.187"
"2011-11-01","3.231"
"2011-11-02","3.224"
"2011-11-03","3.229"
"2011-11-04","3.231"
"2011-11-05","3.236"
"2011-11-06","3.217"
"2011-11-07","3.228"
"2011-11-08","3.24"
"2011-11-09","3.237"
"2011-11-10","3.157"
"2011-11-11","3.243"
"2011-11-12","3.304"
"2011-11-13","3.244"
"2011-11-14","3.264"
"2011-11-15","3.25"
"2011-11-16","3.243"
"2011-11-17","3.269"
"2011-11-18","3.286"
"2011-11-19","3.334"
"2011-11-20","3.305"
"2011-11-21","3.296"
"2011-11-22","3.299"
"2011-11-23","3.301"
"2011-11-24","3.332"
"2011-11-25","3.328"
"2011-11-26","3.336"
"2011-11-27","3.332"
"2011-11-28","3.331"
"2011-11-29","3.332"
"2011-11-30","3.355"
"2011-12-01","3.383"
"2011-12-02","3.399"
"2011-12-03","3.395"
"2011-12-04","3.388"
"2011-12-05","3.393"
"2011-12-06","3.395"
"2011-12-07","3.419"
"2011-12-08","3.428"
"2011-12-09","3.397"
"2011-12-10","3.436"
"2011-12-11","3.41"
"2011-12-12","3.452"
"2011-12-13","3.451"
"2011-12-14","3.443"
"2011-12-15","3.47"
"2011-12-16","3.455"
"2011-12-17","3.478"
"2011-12-18","3.429"
"2011-12-19","3.506"
"2011-12-20","3.5"
"2011-12-21","3.478"
"2011-12-22","3.477"
"2011-12-23","3.507"
"2011-12-24","3.482"
"2011-12-25","3.505"
"2011-12-26","3.527"
"2011-12-27","3.518"
"2011-12-28","3.498"
"2011-12-29","3.501"
"2011-12-30","3.505"
"2011-12-31","3.499"
"2012-01-01","3.462"
"2012-01-02","3.505"
"2012-01-03","3.514"
"2012-01-04","3.493"
"2012-01-05","3.5"
"2012-01-06","3.496"
"2012-01-07","3.516"
"2012-01-08","3.529"
"2012-01-09","3.493"
"2012-01-10","3.5"
"2012-01-11","3.474"
"2012-01-12","3.484"
"2012-01-13","3.506"
"2012-01-14","3.508"
"2012-01-15","3.521"
"2012-01-16","3.517"
"2012-01-17","3.524"
"2012-01-18","3.516"
"2012-01-19","3.557"
"2012-01-20","3.533"
"2012-01-21","3.726"
"2012-01-22","3.727"
"2012-01-23","3.684"
"2012-01-24","3.675"
"2012-01-25","3.67"
"2012-01-26","3.663"
"2012-01-27","3.649"
"2012-01-28","3.63"
"2012-01-29","3.66"
"2012-01-30","3.626"
"2012-01-31","3.621"
"2012-02-01","3.618"
"2012-02-02","3.591"
"2012-02-03","3.6"
"2012-02-04","3.593"
"2012-02-05","3.595"
"2012-02-06","3.582"
"2012-02-07","3.57"
"2012-02-08","3.496"
"2012-02-09","3.467"
"2012-02-10","3.462"
"2012-02-11","3.467"
"2012-02-12","3.45"
"2012-02-13","3.464"
"2012-02-14","3.501"
"2012-02-15","3.512"
"2012-02-16","3.465"
"2012-02-17","3.444"
"2012-02-18","3.471"
"2012-02-19","3.453"
"2012-02-20","3.488"
"2012-02-21","3.496"
"2012-02-22","3.492"
"2012-02-23","3.5"
"2012-02-24","3.534"
"2012-02-25","3.562"
"2012-02-26","3.539"
"2012-02-27","3.54"
"2012-02-28","3.526"
"2012-02-29","3.529"
"2012-03-01","3.52"
"2012-03-02","3.518"
"2012-03-03","3.548"
"2012-03-04","3.538"
"2012-03-05","3.489"
"2012-03-06","3.502"
"2012-03-07","3.467"
"2012-03-08","3.507"
"2012-03-09","3.498"
"2012-03-10","3.587"
"2012-03-11","3.666"
"2012-03-12","3.733"
"2012-03-13","3.818"
"2012-03-14","3.88"
"2012-03-15","3.933"
"2012-03-16","3.965"
"2012-03-17","3.997"
"2012-03-18","4.031"
"2012-03-19","4.022"
"2012-03-20","4.019"
"2012-03-21","4.063"
"2012-03-22","4.063"
"2012-03-23","4.088"
"2012-03-24","4.245"
"2012-03-25","4.243"
"2012-03-26","4.223"
"2012-03-27","4.242"
"2012-03-28","4.231"
"2012-03-29","4.227"
"2012-03-30","4.297"
"2012-03-31","4.367"
"2012-04-01","4.363"
"2012-04-02","4.339"
"2012-04-03","4.335"
"2012-04-04","4.358"
"2012-04-05","4.36"
"2012-04-06","4.335"
"2012-04-07","4.352"
"2012-04-08","4.407"
"2012-04-09","4.434"
"2012-04-10","4.396"
"2012-04-11","4.361"
"2012-04-12","4.361"
"2012-04-13","4.368"
"2012-04-14","4.399"
"2012-04-15","4.423"
"2012-04-16","4.413"
"2012-04-17","4.41"
"2012-04-18","4.405"
"2012-04-19","4.362"
"2012-04-20","4.365"
"2012-04-21","4.409"
"2012-04-22","4.324"
"2012-04-23","4.362"
"2012-04-24","4.389"
"2012-04-25","4.397"
"2012-04-26","4.407"
"2012-04-27","4.42"
"2012-04-28","4.44"
"2012-04-29","4.451"
"2012-04-30","4.416"
"2012-05-01","4.458"
"2012-05-02","4.427"
"2012-05-03","4.41"
"2012-05-04","4.425"
"2012-05-05","4.427"
"2012-05-06","4.448"
"2012-05-07","4.45"
"2012-05-08","4.426"
"2012-05-09","4.411"
"2012-05-10","4.407"
"2012-05-11","4.401"
"2012-05-12","4.411"
"2012-05-13","4.422"
"2012-05-14","4.428"
"2012-05-15","4.435"
"2012-05-16","4.447"
"2012-05-17","4.463"
"2012-05-18","4.45"
"2012-05-19","4.444"
"2012-05-20","4.462"
"2012-05-21","4.416"
"2012-05-22","4.409"
"2012-05-23","4.419"
"2012-05-24","4.408"
"2012-05-25","4.403"
"2012-05-26","4.401"
"2012-05-27","4.396"
"2012-05-28","4.406"
"2012-05-29","4.419"
"2012-05-30","4.433"
"2012-05-31","4.438"
"2012-06-01","4.439"
"2012-06-02","4.425"
"2012-06-03","4.416"
"2012-06-04","4.426"
"2012-06-05","4.407"
"2012-06-06","4.413"
"2012-06-07","4.433"
"2012-06-08","4.438"
"2012-06-09","4.455"
"2012-06-10","4.485"
"2012-06-11","4.472"
"2012-06-12","4.43"
"2012-06-13","4.441"
"2012-06-14","4.439"
"2012-06-15","4.427"
"2012-06-16","4.415"
"2012-06-17","4.465"
"2012-06-18","4.407"
"2012-06-19","4.424"
"2012-06-20","4.445"
"2012-06-21","4.448"
"2012-06-22","4.441"
"2012-06-23","4.474"
"2012-06-24","4.508"
"2012-06-25","4.502"
"2012-06-26","4.499"
"2012-06-27","4.477"
"2012-06-28","4.461"
"2012-06-29","4.512"
"2012-06-30","4.401"
"2012-07-01","4.465"
"2012-07-02","4.49"
"2012-07-03","4.466"
"2012-07-04","4.469"
"2012-07-05","4.449"
"2012-07-06","4.467"
"2012-07-07","4.487"
"2012-07-08","4.475"
"2012-07-09","4.472"
"2012-07-10","4.487"
"2012-07-11","4.443"
"2012-07-12","4.487"
"2012-07-13","4.49"
"2012-07-14","4.514"
"2012-07-15","4.544"
"2012-07-16","4.501"
"2012-07-17","4.505"
"2012-07-18","4.507"
"2012-07-19","4.532"
"2012-07-20","4.549"
"2012-07-21","4.555"
"2012-07-22","4.53"
"2012-07-23","4.555"
"2012-07-24","4.566"
"2012-07-25","4.557"
"2012-07-26","4.57"
"2012-07-27","4.579"
"2012-07-28","4.564"
"2012-07-29","4.581"
"2012-07-30","4.58"
"2012-07-31","4.554"
"2012-08-01","4.565"
"2012-08-02","4.597"
"2012-08-03","4.612"
"2012-08-04","4.613"
"2012-08-05","4.598"
"2012-08-06","4.709"
"2012-08-07","5.176"
"2012-08-08","5.014"
"2012-08-09","4.984"
"2012-08-10","4.573"
"2012-08-11","4.571"
"2012-08-12","4.589"
"2012-08-13","4.575"
"2012-08-14","4.577"
"2012-08-15","4.564"
"2012-08-16","4.588"
"2012-08-17","4.597"
"2012-08-18","4.571"
"2012-08-19","4.526"
"2012-08-20","4.508"
"2012-08-21","4.55"
"2012-08-22","4.539"
"2012-08-23","4.55"
"2012-08-24","4.552"
"2012-08-25","4.626"
"2012-08-26","4.593"
"2012-08-27","4.566"
"2012-08-28","4.57"
"2012-08-29","4.564"
"2012-08-30","4.567"
"2012-08-31","4.596"
"2012-09-01","4.591"
"2012-09-02","4.588"
"2012-09-03","4.599"
"2012-09-04","4.563"
"2012-09-05","4.577"
"2012-09-06","4.59"
"2012-09-07","4.587"
"2012-09-08","4.577"
"2012-09-09","4.566"
"2012-09-10","4.553"
"2012-09-11","4.566"
"2012-09-12","4.596"
"2012-09-13","4.596"
"2012-09-14","4.597"
"2012-09-15","4.592"
"2012-09-16","4.51"
"2012-09-17","4.56"
"2012-09-18","4.583"
"2012-09-19","4.615"
"2012-09-20","4.584"
"2012-09-21","4.606"
"2012-09-22","4.631"
"2012-09-23","4.604"
"2012-09-24","4.609"
"2012-09-25","4.612"
"2012-09-26","4.641"
"2012-09-27","4.661"
"2012-09-28","4.796"
"2012-09-29","4.665"
"2012-09-30","4.12"
"2012-10-01","4.675"
"2012-10-02","4.661"
"2012-10-03","4.672"
"2012-10-04","4.618"
"2012-10-05","4.58"
"2012-10-06","4.677"
"2012-10-07","4.715"
"2012-10-08","4.664"
"2012-10-09","4.656"
"2012-10-10","4.651"
"2012-10-11","4.67"
"2012-10-12","4.707"
"2012-10-13","4.712"
"2012-10-14","4.607"
"2012-10-15","4.67"
"2012-10-16","4.68"
"2012-10-17","4.649"
"2012-10-18","4.677"
"2012-10-19","4.598"
"2012-10-20","4.666"
"2012-10-21","4.685"
"2012-10-22","4.695"
"2012-10-23","4.709"
"2012-10-24","4.698"
"2012-10-25","4.725"
"2012-10-26","4.73"
"2012-10-27","4.719"
"2012-10-28","4.74"
"2012-10-29","4.611"
"2012-10-30","4.214"
"2012-10-31","4.444"
"2012-11-01","4.472"
"2012-11-02","4.578"
"2012-11-03","4.601"
"2012-11-04","4.67"
"2012-11-05","4.691"
"2012-11-06","4.498"
"2012-11-07","4.66"
"2012-11-08","4.683"
"2012-11-09","4.686"
"2012-11-10","4.659"
"2012-11-11","4.666"
"2012-11-12","4.653"
"2012-11-13","4.529"
"2012-11-14","4.606"
"2012-11-15","4.579"
"2012-11-16","4.536"
"2012-11-17","4.602"
"2012-11-18","4.606"
"2012-11-19","4.585"
"2012-11-20","4.571"
"2012-11-21","4.579"
"2012-11-22","4.536"
"2012-11-23","4.596"
"2012-11-24","4.604"
"2012-11-25","4.579"
"2012-11-26","4.569"
"2012-11-27","4.601"
"2012-11-28","4.603"
"2012-11-29","4.607"
"2012-11-30","4.576"
"2012-12-01","4.616"
"2012-12-02","4.629"
"2012-12-03","4.659"
"2012-12-04","4.641"
"2012-12-05","4.649"
"2012-12-06","4.666"
"2012-12-07","4.672"
"2012-12-08","4.633"
"2012-12-09","4.687"
"2012-12-10","4.674"
"2012-12-11","4.546"
"2012-12-12","4.612"
"2012-12-13","4.612"
"2012-12-14","4.586"
"2012-12-15","4.613"
"2012-12-16","4.624"
"2012-12-17","4.627"
"2012-12-18","4.614"
"2012-12-19","4.573"
"2012-12-20","4.626"
"2012-12-21","4.613"
"2012-12-22","4.623"
"2012-12-23","4.584"
"2012-12-24","4.649"
"2012-12-25","4.644"
"2012-12-26","4.649"
"2012-12-27","4.607"
"2012-12-28","4.632"
"2012-12-29","4.607"
"2012-12-30","4.557"
"2012-12-31","4.615"
"2013-01-01","4.843"
"2013-01-02","4.855"
"2013-01-03","4.884"
"2013-01-04","4.814"
"2013-01-05","4.83"
"2013-01-06","4.82"
"2013-01-07","4.811"
"2013-01-08","4.715"
"2013-01-09","4.606"
"2013-01-10","4.87"
"2013-01-11","4.903"
"2013-01-12","4.894"
"2013-01-13","4.922"
"2013-01-14","4.923"
"2013-01-15","4.91"
"2013-01-16","4.918"
"2013-01-17","4.884"
"2013-01-18","4.917"
"2013-01-19","4.889"
"2013-01-20","4.909"
"2013-01-21","4.865"
"2013-01-22","4.878"
"2013-01-23","4.912"
"2013-01-24","4.93"
"2013-01-25","4.756"
"2013-01-26","4.705"
"2013-01-27","4.705"
"2013-01-28","4.689"
"2013-01-29","4.695"
"2013-01-30","4.926"
"2013-01-31","4.892"
"2013-02-01","4.973"
"2013-02-02","4.966"
"2013-02-03","4.962"
"2013-02-04","4.976"
"2013-02-05","4.958"
"2013-02-06","4.995"
"2013-02-07","4.973"
"2013-02-08","4.931"
"2013-02-09","4.919"
"2013-02-10","4.959"
"2013-02-11","4.983"
"2013-02-12","4.951"
"2013-02-13","4.946"
"2013-02-14","4.97"
"2013-02-15","4.947"
"2013-02-16","4.996"
"2013-02-17","4.962"
"2013-02-18","4.976"
"2013-02-19","4.976"
"2013-02-20","4.957"
"2013-02-21","4.868"
"2013-02-22","4.921"
"2013-02-23","4.993"
"2013-02-24","4.947"
"2013-02-25","4.96"
"2013-02-26","5.006"
"2013-02-27","5.027"
"2013-02-28","5.048"
"2013-03-01","5.024"
"2013-03-02","5.054"
"2013-03-03","5.034"
"2013-03-04","5.109"
"2013-03-05","5.195"
"2013-03-06","5.225"
"2013-03-07","5.268"
"2013-03-08","5.25"
"2013-03-09","5.251"
"2013-03-10","5.265"
"2013-03-11","5.176"
"2013-03-12","5.054"
"2013-03-13","5.036"
"2013-03-14","5.022"
"2013-03-15","4.96"
"2013-03-16","5.022"
"2013-03-17","5.053"
"2013-03-18","5.056"
"2013-03-19","5.044"
"2013-03-20","5.055"
"2013-03-21","5.033"
"2013-03-22","5.065"
"2013-03-23","5.077"
"2013-03-24","5.121"
"2013-03-25","5.107"
"2013-03-26","5.097"
"2013-03-27","5.105"
"2013-03-28","5.125"
"2013-03-29","5.206"
"2013-03-30","5.269"
"2013-03-31","5.235"
"2013-04-01","5.288"
"2013-04-02","5.222"
"2013-04-03","5.161"
"2013-04-04","5.045"
"2013-04-05","5.035"
"2013-04-06","5.147"
"2013-04-07","5.1"
"2013-04-08","5.123"
"2013-04-09","5.266"
"2013-04-10","5.375"
"2013-04-11","5.394"
"2013-04-12","5.379"
"2013-04-13","5.386"
"2013-04-14","5.404"
"2013-04-15","5.366"
"2013-04-16","5.343"
"2013-04-17","5.406"
"2013-04-18","5.43"
"2013-04-19","5.418"
"2013-04-20","5.405"
"2013-04-21","5.438"
"2013-04-22","5.442"
"2013-04-23","5.413"
"2013-04-24","5.418"
"2013-04-25","5.388"
"2013-04-26","5.418"
"2013-04-27","5.441"
"2013-04-28","5.453"
"2013-04-29","5.443"
"2013-04-30","5.44"
"2013-05-01","5.475"
"2013-05-02","5.418"
"2013-05-03","5.412"
"2013-05-04","5.478"
"2013-05-05","5.46"
"2013-05-06","5.485"
"2013-05-07","5.417"
"2013-05-08","5.403"
"2013-05-09","5.391"
"2013-05-10","5.443"
"2013-05-11","5.427"
"2013-05-12","5.453"
"2013-05-13","5.467"
"2013-05-14","5.458"
"2013-05-15","5.462"
"2013-05-16","5.476"
"2013-05-17","5.508"
"2013-05-18","5.552"
"2013-05-19","5.53"
"2013-05-20","5.538"
"2013-05-21","5.557"
"2013-05-22","5.551"
"2013-05-23","5.551"
"2013-05-24","5.518"
"2013-05-25","5.503"
"2013-05-26","5.509"
"2013-05-27","5.512"
"2013-05-28","5.549"
"2013-05-29","5.509"
"2013-05-30","5.502"
"2013-05-31","5.54"
"2013-06-01","5.444"
"2013-06-02","5.35"
"2013-06-03","5.438"
"2013-06-04","5.507"
"2013-06-05","5.545"
"2013-06-06","5.575"
"2013-06-07","5.512"
"2013-06-08","5.514"
"2013-06-09","5.518"
"2013-06-10","5.507"
"2013-06-11","5.53"
"2013-06-12","5.589"
"2013-06-13","5.596"
"2013-06-14","5.576"
"2013-06-15","5.558"
"2013-06-16","5.514"
"2013-06-17","5.545"
"2013-06-18","5.558"
"2013-06-19","5.552"
"2013-06-20","5.552"
"2013-06-21","5.514"
"2013-06-22","5.527"
"2013-06-23","5.552"
"2013-06-24","5.576"
"2013-06-25","5.585"
"2013-06-26","5.596"
"2013-06-27","5.619"
"2013-06-28","5.621"
"2013-06-29","5.605"
"2013-06-30","5.612"
"2013-07-01","5.603"
"2013-07-02","5.623"
"2013-07-03","5.664"
"2013-07-04","5.698"
"2013-07-05","5.715"
"2013-07-06","5.725"
"2013-07-07","5.778"
"2013-07-08","5.785"
"2013-07-09","5.697"
"2013-07-10","5.681"
"2013-07-11","5.741"
"2013-07-12","5.726"
"2013-07-13","5.753"
"2013-07-14","5.856"
"2013-07-15","5.883"
"2013-07-16","5.928"
"2013-07-17","5.961"
"2013-07-18","5.956"
"2013-07-19","5.986"
"2013-07-20","6.006"
"2013-07-21","6.06"
"2013-07-22","6.01"
"2013-07-23","6.004"
"2013-07-24","5.987"
"2013-07-25","5.993"
"2013-07-26","5.962"
"2013-07-27","6.041"
"2013-07-28","6.009"
"2013-07-29","5.964"
"2013-07-30","5.991"
"2013-07-31","6.018"
"2013-08-01","6.016"
"2013-08-02","6.026"
"2013-08-03","6.005"
"2013-08-04","5.991"
"2013-08-05","5.961"
"2013-08-06","6.046"
"2013-08-07","6.066"
"2013-08-08","6.105"
"2013-08-09","6.097"
"2013-08-10","6.1"
"2013-08-11","6.13"
"2013-08-12","6.111"
"2013-08-13","6.091"
"2013-08-14","6.12"
"2013-08-15","6.126"
"2013-08-16","6.16"
"2013-08-17","6.196"
"2013-08-18","6.197"
"2013-08-19","6.167"
"2013-08-20","6.2"
"2013-08-21","6.249"
"2013-08-22","6.186"
"2013-08-23","6.127"
"2013-08-24","6.265"
"2013-08-25","6.194"
"2013-08-26","6.167"
"2013-08-27","6.141"
"2013-08-28","6.121"
"2013-08-29","6.269"
"2013-08-30","6.334"
"2013-08-31","6.427"
"2013-09-01","6.409"
"2013-09-02","6.359"
"2013-09-03","6.365"
"2013-09-04","6.37"
"2013-09-05","6.281"
"2013-09-06","6.345"
"2013-09-07","6.317"
"2013-09-08","6.39"
"2013-09-09","6.349"
"2013-09-10","6.38"
"2013-09-11","6.397"
"2013-09-12","6.387"
"2013-09-13","6.387"
"2013-09-14","6.28"
"2013-09-15","6.296"
"2013-09-16","6.296"
"2013-09-17","6.314"
"2013-09-18","6.257"
"2013-09-19","6.241"
"2013-09-20","6.241"
"2013-09-21","6.244"
"2013-09-22","6.243"
"2013-09-23","6.271"
"2013-09-24","6.291"
"2013-09-25","6.295"
"2013-09-26","6.31"
"2013-09-27","6.369"
"2013-09-28","6.381"
"2013-09-29","6.381"
"2013-09-30","6.387"
"2013-10-01","6.34"
"2013-10-02","6.364"
"2013-10-03","6.364"
"2013-10-04","6.369"
"2013-10-05","6.361"
"2013-10-06","6.342"
"2013-10-07","6.364"
"2013-10-08","6.407"
"2013-10-09","6.443"
"2013-10-10","6.424"
"2013-10-11","6.37"
"2013-10-12","6.404"
"2013-10-13","6.391"
"2013-10-14","6.355"
"2013-10-15","6.391"
"2013-10-16","6.384"
"2013-10-17","6.449"
"2013-10-18","6.436"
"2013-10-19","6.454"
"2013-10-20","6.457"
"2013-10-21","6.508"
"2013-10-22","6.428"
"2013-10-23","6.438"
"2013-10-24","6.503"
"2013-10-25","6.438"
"2013-10-26","6.592"
"2013-10-27","6.528"
"2013-10-28","6.567"
"2013-10-29","6.569"
"2013-10-30","6.533"
"2013-10-31","6.538"
"2013-11-01","6.508"
"2013-11-02","6.499"
"2013-11-03","6.471"
"2013-11-04","6.5"
"2013-11-05","6.492"
"2013-11-06","6.473"
"2013-11-07","6.474"
"2013-11-08","6.496"
"2013-11-09","6.458"
"2013-11-10","6.443"
"2013-11-11","6.474"
"2013-11-12","6.515"
"2013-11-13","6.516"
"2013-11-14","6.498"
"2013-11-15","6.554"
"2013-11-16","6.569"
"2013-11-17","6.554"
"2013-11-18","6.547"
"2013-11-19","6.586"
"2013-11-20","6.602"
"2013-11-21","6.634"
"2013-11-22","6.673"
"2013-11-23","6.683"
"2013-11-24","6.632"
"2013-11-25","6.663"
"2013-11-26","6.666"
"2013-11-27","6.694"
"2013-11-28","6.688"
"2013-11-29","6.728"
"2013-11-30","6.672"
"2013-12-01","6.647"
"2013-12-02","6.634"
"2013-12-03","6.665"
"2013-12-04","6.677"
"2013-12-05","6.65"
"2013-12-06","6.683"
"2013-12-07","6.67"
"2013-12-08","6.647"
"2013-12-09","6.599"
"2013-12-10","6.67"
"2013-12-11","6.682"
"2013-12-12","6.65"
"2013-12-13","6.663"
"2013-12-14","6.632"
"2013-12-15","6.627"
"2013-12-16","6.66"
