"dtime per week","Average latency (ms)"
"2010-12-27",null
"2011-01-03",null
"2011-01-10",null
"2011-01-17",null
"2011-01-24",null
"2011-01-31","47.659"
"2011-02-07","46.41"
"2011-02-14","45.874"
"2011-02-21","45.93"
"2011-02-28","44.647"
"2011-03-07","44.237"
"2011-03-14","43.896"
"2011-03-21","44.334"
"2011-03-28","43.866"
"2011-04-04","43.241"
"2011-04-11","43.27"
"2011-04-18","43.861"
"2011-04-25","42.361"
"2011-05-02","42.569"
"2011-05-09","42.414"
"2011-05-16","42.789"
"2011-05-23","42.845"
"2011-05-30","42.039"
"2011-06-06","42.273"
"2011-06-13","42.523"
"2011-06-20","42.8"
"2011-06-27","43.012"
"2011-07-04","42.747"
"2011-07-11","42.285"
"2011-07-18","42.334"
"2011-07-25","42.693"
"2011-08-01","43.213"
"2011-08-08","42.877"
"2011-08-15","43.93"
"2011-08-22","43.621"
"2011-08-29","43.654"
"2011-09-05","43.645"
"2011-09-12","42.164"
"2011-09-19","42.842"
"2011-09-26","42.954"
"2011-10-03","43.853"
"2011-10-10","43.398"
"2011-10-17","43.196"
"2011-10-24","43.588"
"2011-10-31","43.822"
"2011-11-07","43.736"
"2011-11-14","43.164"
"2011-11-21","44.087"
"2011-11-28","44.439"
"2011-12-05","44.465"
"2011-12-12","46.377"
"2011-12-19","53.135"
"2011-12-26","59.16"
"2012-01-02","60.311"
"2012-01-09","57.487"
"2012-01-16","55.501"
"2012-01-23","53.757"
"2012-01-30","51.101"
"2012-02-06","57.024"
"2012-02-13","60.426"
"2012-02-20","67.365"
"2012-02-27","68.167"
"2012-03-05","64.14"
"2012-03-12","57.395"
"2012-03-19","53.542"
"2012-03-26","51.085"
"2012-04-02","43.158"
"2012-04-09","43.781"
"2012-04-16","42.952"
"2012-04-23","42.647"
"2012-04-30","42.115"
"2012-05-07","42.365"
"2012-05-14","42.456"
"2012-05-21","42.219"
"2012-05-28","42.584"
"2012-06-04","43.315"
"2012-06-11","44.726"
"2012-06-18","44.471"
"2012-06-25","45.179"
"2012-07-02","44.002"
"2012-07-09","43.97"
"2012-07-16","43.656"
"2012-07-23","43.007"
"2012-07-30","41.769"
"2012-08-06","41.849"
"2012-08-13","42.654"
"2012-08-20","41.503"
"2012-08-27","40.854"
"2012-09-03","41.261"
"2012-09-10","41.012"
"2012-09-17","42.555"
"2012-09-24","41.853"
"2012-10-01","41.146"
"2012-10-08","41.456"
"2012-10-15","40.307"
"2012-10-22","39.659"
"2012-10-29","40.798"
"2012-11-05","39.791"
"2012-11-12","40.147"
"2012-11-19","40.776"
"2012-11-26","41.202"
"2012-12-03","41.429"
"2012-12-10","42.754"
"2012-12-17","42.682"
"2012-12-24","44.707"
"2012-12-31","46.232"
"2013-01-07","44.874"
"2013-01-14","45.081"
"2013-01-21","45.674"
"2013-01-28","45.28"
"2013-02-04","45.383"
"2013-02-11","44.795"
"2013-02-18","46.809"
"2013-02-25","46.516"
"2013-03-04","46.521"
"2013-03-11","47.293"
"2013-03-18","47.253"
"2013-03-25","47.164"
"2013-04-01","47.543"
"2013-04-08","47.283"
"2013-04-15","46.946"
"2013-04-22","46.56"
"2013-04-29","46.365"
"2013-05-06","46.816"
"2013-05-13","46.606"
"2013-05-20","46.95"
"2013-05-27","47.078"
"2013-06-03","46.896"
"2013-06-10","46.608"
"2013-06-17","45.752"
"2013-06-24","45.565"
"2013-07-01","45.585"
"2013-07-08","46.406"
"2013-07-15","46.511"
"2013-07-22","47.004"
"2013-07-29","47.067"
"2013-08-05","46.782"
"2013-08-12","46.844"
"2013-08-19","46.646"
"2013-08-26","47.105"
"2013-09-02","48.674"
"2013-09-09","45.417"
"2013-09-16","44.986"
"2013-09-23","43.979"
"2013-09-30","44.814"
"2013-10-07","44.981"
"2013-10-14","44.926"
"2013-10-21","43.995"
"2013-10-28","43.788"
"2013-11-04","44.348"
"2013-11-11","45.195"
"2013-11-18","45.118"
"2013-11-25","44.839"
"2013-12-02","45.462"
"2013-12-09","45.634"
"2013-12-16","45.503"
"2013-12-23","46.455"
"2013-12-30","49.341"
"2014-01-06","47.688"
"2014-01-13","46.427"
"2014-01-20","47.315"
"2014-01-27","46.724"
"2014-02-03","46.213"
"2014-02-10","46.664"
"2014-02-17","45.565"
"2014-02-24","44.395"
"2014-03-03","43.972"
"2014-03-10","43.898"
"2014-03-17","43.337"
"2014-03-24","43.167"
"2014-03-31","42.335"
"2014-04-07","42.859"
"2014-04-14","41.868"
