"dtime per week","Average latency (ms)"
"2010-12-27",null
"2011-01-03",null
"2011-01-10",null
"2011-01-17",null
"2011-01-24",null
"2011-01-31","2,010.186"
"2011-02-07","2,023.975"
"2011-02-14","2,083.105"
"2011-02-21","2,129.477"
"2011-02-28","2,183.407"
"2011-03-07","2,285.785"
"2011-03-14","2,284.257"
"2011-03-21","2,150.203"
"2011-03-28","2,182.995"
"2011-04-04","2,293.21"
"2011-04-11","2,303.505"
"2011-04-18","2,238.314"
"2011-04-25","2,203.581"
"2011-05-02","2,269.532"
"2011-05-09","2,216.136"
"2011-05-16","2,400.15"
"2011-05-23","2,391.9"
"2011-05-30","2,404.067"
"2011-06-06","2,415.527"
"2011-06-13","2,412.308"
"2011-06-20","2,376.977"
"2011-06-27","2,377.269"
"2011-07-04","2,424.35"
"2011-07-11","2,394.15"
"2011-07-18","2,368.105"
"2011-07-25","2,357.007"
"2011-08-01","2,377.348"
"2011-08-08","2,365.919"
"2011-08-15","2,353.614"
"2011-08-22","2,096.536"
"2011-08-29","2,153.553"
"2011-09-05","2,200.618"
"2011-09-12","1,441.035"
"2011-09-19","1,135.949"
"2011-09-26","1,144.865"
"2011-10-03","1,157.974"
"2011-10-10","1,163.254"
"2011-10-17","1,185.429"
"2011-10-24","1,187.572"
"2011-10-31","1,199.056"
"2011-11-07","1,191.417"
"2011-11-14","1,185.471"
"2011-11-21","1,182.121"
"2011-11-28","1,186.942"
"2011-12-05","1,186.174"
"2011-12-12","1,187.799"
"2011-12-19","1,184.68"
"2011-12-26","1,192.114"
"2012-01-02","1,222.304"
"2012-01-09","1,207.427"
"2012-01-16","1,197.502"
"2012-01-23","1,211.008"
"2012-01-30","1,201.289"
"2012-02-06","1,197.011"
"2012-02-13","1,191.671"
"2012-02-20","1,184.007"
"2012-02-27","1,177.211"
"2012-03-05","1,185.786"
"2012-03-12","1,191.305"
"2012-03-19","1,184.023"
"2012-03-26","1,173.662"
"2012-04-02","1,174.107"
"2012-04-09","1,172.839"
"2012-04-16","1,170.246"
"2012-04-23","1,180.938"
"2012-04-30","1,173.538"
"2012-05-07","1,174.947"
"2012-05-14","1,172.924"
"2012-05-21","1,170.652"
"2012-05-28","1,175.732"
"2012-06-04","1,178.49"
"2012-06-11","1,173.489"
"2012-06-18","1,170.564"
"2012-06-25","1,172.966"
"2012-07-02","1,176.645"
"2012-07-09","1,161.279"
"2012-07-16","1,161.089"
"2012-07-23","1,156.353"
"2012-07-30","1,159.868"
"2012-08-06","1,160.025"
"2012-08-13","1,162.926"
"2012-08-20","1,169.051"
"2012-08-27","1,164.615"
"2012-09-03","1,166.929"
"2012-09-10","1,169.191"
"2012-09-17","1,169.469"
"2012-09-24","1,159.471"
"2012-10-01","1,140.62"
"2012-10-08","1,143.906"
"2012-10-15","1,150.166"
"2012-10-22","1,152.747"
"2012-10-29","1,143.781"
"2012-11-05","1,143.832"
"2012-11-12","1,145.685"
"2012-11-19","1,140.288"
"2012-11-26","1,143.571"
"2012-12-03","1,149.136"
"2012-12-10","1,152.876"
"2012-12-17","1,156.972"
"2012-12-24","1,154.26"
"2012-12-31","1,164.175"
"2013-01-07","1,134.188"
"2013-01-14","1,124.778"
"2013-01-21","1,116.504"
"2013-01-28","1,119.898"
"2013-02-04","1,127.135"
"2013-02-11","1,120.074"
"2013-02-18","1,107.301"
"2013-02-25","1,106.204"
"2013-03-04","1,101.667"
"2013-03-11","1,101.998"
"2013-03-18","1,101.22"
"2013-03-25","1,100.669"
"2013-04-01","1,094.152"
"2013-04-08","1,093.873"
"2013-04-15","1,089.145"
"2013-04-22","1,097.339"
"2013-04-29","1,096.408"
"2013-05-06","1,098.083"
"2013-05-13","1,091.307"
"2013-05-20","1,086.289"
"2013-05-27","1,086.8"
"2013-06-03","1,093.757"
"2013-06-10","1,090.545"
"2013-06-17","1,086.995"
"2013-06-24","1,088.657"
"2013-07-01","1,103.581"
"2013-07-08","1,098.042"
"2013-07-15","1,093.823"
"2013-07-22","1,096.816"
"2013-07-29","1,074.85"
"2013-08-05","1,076.182"
"2013-08-12","1,083.902"
"2013-08-19","1,089.04"
"2013-08-26","1,087.662"
"2013-09-02","1,098.406"
"2013-09-09","1,102.299"
"2013-09-16","1,110.398"
"2013-09-23","1,096.727"
"2013-09-30","1,101.335"
"2013-10-07","1,102.913"
"2013-10-14","1,098.57"
"2013-10-21","1,093.968"
"2013-10-28","1,096.18"
"2013-11-04","1,093.276"
