"dtime per week","Average latency (ms)"
"2010-12-27",null
"2011-01-03",null
"2011-01-10",null
"2011-01-17",null
"2011-01-24",null
"2011-01-31","1,104.067"
"2011-02-07","1,098.545"
"2011-02-14","1,113.733"
"2011-02-21","1,108.114"
"2011-02-28","1,098.442"
"2011-03-07","1,097.969"
"2011-03-14","1,088.493"
"2011-03-21","1,024.904"
"2011-03-28","1,011.749"
"2011-04-04","1,067.083"
"2011-04-11","1,093.604"
"2011-04-18","1,049.262"
"2011-04-25","1,037.178"
"2011-05-02","1,060.853"
"2011-05-09","1,014.7"
"2011-05-16","1,143.58"
"2011-05-23","1,108.21"
"2011-05-30","1,102.174"
"2011-06-06","1,097.538"
"2011-06-13","1,094.788"
"2011-06-20","1,084.821"
"2011-06-27","1,079.467"
"2011-07-04","1,077.991"
"2011-07-11","1,070.066"
"2011-07-18","1,085.874"
"2011-07-25","1,080.982"
"2011-08-01","1,068.343"
"2011-08-08","1,064.441"
"2011-08-15","1,052.645"
"2011-08-22","960.49"
"2011-08-29","997.926"
"2011-09-05","1,003.233"
"2011-09-12","980.918"
"2011-09-19","969.377"
"2011-09-26","961.508"
"2011-10-03","965.898"
"2011-10-10","959.1"
"2011-10-17","953.588"
"2011-10-24","952.535"
"2011-10-31","954.346"
"2011-11-07","946.131"
"2011-11-14","936.8"
"2011-11-21","919.613"
"2011-11-28","909.182"
"2011-12-05","882.073"
"2011-12-12","871.383"
"2011-12-19","861.922"
"2011-12-26","875.486"
"2012-01-02","900.62"
"2012-01-09","903.155"
"2012-01-16","909.774"
"2012-01-23","919.264"
"2012-01-30","900.069"
"2012-02-06","898.948"
"2012-02-13","905.961"
"2012-02-20","901.541"
"2012-02-27","898.329"
"2012-03-05","908.485"
"2012-03-12","912.726"
"2012-03-19","913.803"
"2012-03-26","891.223"
"2012-04-02","883.573"
"2012-04-09","881.823"
"2012-04-16","882.158"
"2012-04-23","879.999"
"2012-04-30","881.335"
"2012-05-07","872.751"
"2012-05-14","869.387"
"2012-05-21","865.478"
"2012-05-28","867.026"
"2012-06-04","863.552"
"2012-06-11","861.337"
"2012-06-18","864.011"
"2012-06-25","866.991"
"2012-07-02","871.353"
"2012-07-09","872.791"
"2012-07-16","873.037"
"2012-07-23","867.843"
"2012-07-30","868.537"
"2012-08-06","866.308"
"2012-08-13","870.887"
"2012-08-20","871.036"
"2012-08-27","867.962"
"2012-09-03","865.187"
"2012-09-10","863.337"
"2012-09-17","858.663"
"2012-09-24","859.692"
"2012-10-01","858.463"
"2012-10-08","859.948"
"2012-10-15","860.781"
"2012-10-22","855.085"
"2012-10-29","843.401"
"2012-11-05","847.33"
"2012-11-12","846.151"
"2012-11-19","847.524"
"2012-11-26","847.402"
"2012-12-03","846.887"
"2012-12-10","846.34"
"2012-12-17","846.969"
"2012-12-24","850.311"
"2012-12-31","855.499"
"2013-01-07","829.137"
"2013-01-14","803.091"
"2013-01-21","805.864"
"2013-01-28","805.322"
"2013-02-04","807.742"
"2013-02-11","807.513"
"2013-02-18","806.772"
"2013-02-25","810.84"
"2013-03-04","781.573"
"2013-03-11","802.338"
"2013-03-18","794.141"
"2013-03-25","779.17"
"2013-04-01","754.405"
"2013-04-08","759.552"
"2013-04-15","748.954"
"2013-04-22","728.151"
"2013-04-29","723.205"
"2013-05-06","719.287"
"2013-05-13","706.606"
"2013-05-20","709.053"
"2013-05-27","711.04"
"2013-06-03","714.682"
"2013-06-10","712.355"
"2013-06-17","708.35"
"2013-06-24","704.346"
"2013-07-01","695.782"
"2013-07-08","683.793"
"2013-07-15","679.508"
"2013-07-22","673.795"
"2013-07-29","670.398"
"2013-08-05","663.623"
"2013-08-12","657.612"
"2013-08-19","657.183"
"2013-08-26","653.444"
"2013-09-02","643.899"
"2013-09-09","643.87"
"2013-09-16","642.553"
"2013-09-23","640.35"
"2013-09-30","634.487"
"2013-10-07","629.177"
"2013-10-14","623.56"
"2013-10-21","616.342"
"2013-10-28","615.868"
"2013-11-04","620.11"
"2013-11-11","619.397"
"2013-11-18","618.211"
"2013-11-25","618.207"
"2013-12-02","615.867"
"2013-12-09","613.97"
"2013-12-16","611.956"
"2013-12-23","609.981"
"2013-12-30","609.006"
"2014-01-06","609.756"
"2014-01-13","605.422"
"2014-01-20","607.409"
"2014-01-27","609.152"
"2014-02-03","614.032"
"2014-02-10","621.331"
"2014-02-17","619.051"
"2014-02-24","614.555"
"2014-03-03","610.668"
"2014-03-10","615.381"
