"dtime per week","Average latency (ms)"
"2010-12-27",null
"2011-01-03",null
"2011-01-10",null
"2011-01-17",null
"2011-01-24",null
"2011-01-31","56.71"
"2011-02-07","54.503"
"2011-02-14","54.939"
"2011-02-21","55.524"
"2011-02-28","54.923"
"2011-03-07","54.614"
"2011-03-14","56.078"
"2011-03-21","56.57"
"2011-03-28","54.927"
"2011-04-04","54.134"
"2011-04-11","55.421"
"2011-04-18","55.636"
"2011-04-25","53.319"
"2011-05-02","55.103"
"2011-05-09","54.149"
"2011-05-16","54.845"
"2011-05-23","55.843"
"2011-05-30","53.222"
"2011-06-06","54.226"
"2011-06-13","54.247"
"2011-06-20","53.531"
"2011-06-27","55.356"
"2011-07-04","54.248"
"2011-07-11","53.31"
"2011-07-18","53.056"
"2011-07-25","53.468"
"2011-08-01","54.094"
"2011-08-08","53.69"
"2011-08-15","55.359"
"2011-08-22","54.067"
"2011-08-29","54.194"
"2011-09-05","53.952"
"2011-09-12","51.941"
"2011-09-19","53.076"
"2011-09-26","52.498"
"2011-10-03","57.063"
"2011-10-10","54.356"
"2011-10-17","54.972"
"2011-10-24","55.019"
"2011-10-31","56.104"
"2011-11-07","55.238"
"2011-11-14","54.816"
"2011-11-21","57.411"
"2011-11-28","57.799"
"2011-12-05","57.76"
"2011-12-12","61.708"
"2011-12-19","68.273"
"2011-12-26","72.976"
"2012-01-02","72.344"
"2012-01-09","68.633"
"2012-01-16","67.879"
"2012-01-23","67.755"
"2012-01-30","63.482"
"2012-02-06","66.213"
"2012-02-13","68.146"
"2012-02-20","73.179"
"2012-02-27","74.029"
"2012-03-05","73.74"
"2012-03-12","67.808"
"2012-03-19","63.932"
"2012-03-26","63.277"
"2012-04-02","60.366"
"2012-04-09","61.402"
"2012-04-16","58.921"
"2012-04-23","57.953"
"2012-04-30","57.501"
"2012-05-07","57.923"
"2012-05-14","57.406"
"2012-05-21","58.253"
"2012-05-28","58.611"
"2012-06-04","59.495"
"2012-06-11","59.176"
"2012-06-18","59.303"
"2012-06-25","58.018"
"2012-07-02","56.89"
"2012-07-09","57.782"
"2012-07-16","58.492"
"2012-07-23","58.593"
"2012-07-30","58.391"
"2012-08-06","59.188"
"2012-08-13","59.821"
"2012-08-20","58.987"
"2012-08-27","56.95"
"2012-09-03","58.102"
"2012-09-10","59.148"
"2012-09-17","62.824"
"2012-09-24","61.424"
"2012-10-01","60.055"
"2012-10-08","61.091"
"2012-10-15","59.692"
"2012-10-22","59.563"
"2012-10-29","62.22"
"2012-11-05","60.488"
"2012-11-12","63.322"
"2012-11-19","63.947"
"2012-11-26","61.414"
"2012-12-03","61.08"
"2012-12-10","62.391"
"2012-12-17","62.639"
"2012-12-24","65.822"
"2012-12-31","68.095"
"2013-01-07","66.547"
"2013-01-14","66.12"
"2013-01-21","67.46"
"2013-01-28","66.457"
"2013-02-04","65.525"
"2013-02-11","65.679"
"2013-02-18","67.798"
"2013-02-25","66.835"
"2013-03-04","65.555"
"2013-03-11","66.215"
"2013-03-18","66.22"
"2013-03-25","65.406"
"2013-04-01","64.603"
"2013-04-08","63.963"
"2013-04-15","63.812"
"2013-04-22","63.656"
"2013-04-29","63.569"
"2013-05-06","63.994"
"2013-05-13","65.354"
"2013-05-20","65.757"
"2013-05-27","65.624"
"2013-06-03","65.435"
"2013-06-10","65.228"
"2013-06-17","64.276"
"2013-06-24","64.526"
"2013-07-01","65.007"
"2013-07-08","66.382"
"2013-07-15","66.293"
"2013-07-22","66.826"
"2013-07-29","66.823"
"2013-08-05","64.943"
"2013-08-12","65.656"
"2013-08-19","64.177"
"2013-08-26","65.361"
"2013-09-02","67.743"
"2013-09-09","64.648"
"2013-09-16","63.905"
"2013-09-23","60.626"
"2013-09-30","61.361"
"2013-10-07","61.817"
"2013-10-14","61.978"
"2013-10-21","61.584"
"2013-10-28",61
"2013-11-04","62.219"
"2013-11-11","63.817"
"2013-11-18","63.94"
"2013-11-25","64.589"
"2013-12-02","64.282"
"2013-12-09","64.49"
"2013-12-16","64.407"
"2013-12-23","67.089"
"2013-12-30","71.472"
"2014-01-06","69.271"
"2014-01-13","67.481"
"2014-01-20","68.242"
"2014-01-27","67.83"
"2014-02-03","67.298"
"2014-02-10","67.736"
"2014-02-17","65.335"
"2014-02-24","64.632"
"2014-03-03","63.603"
"2014-03-10","63.434"
"2014-03-17","62.347"
"2014-03-24","62.406"
"2014-03-31","61.637"
"2014-04-07","60.924"
"2014-04-14","61.639"
