"dtime per week","Average latency (ms)"
"2010-12-27",null
"2011-01-03",null
"2011-01-10",null
"2011-01-17",null
"2011-01-24",null
"2011-01-31","1,328.698"
"2011-02-07","1,330.615"
"2011-02-14","1,358.533"
"2011-02-21","1,385.05"
"2011-02-28","1,401.125"
"2011-03-07","1,431.335"
"2011-03-14","1,434.009"
"2011-03-21","1,354.584"
"2011-03-28","1,354.577"
"2011-04-04","1,421.96"
"2011-04-11","1,444.838"
"2011-04-18","1,398.013"
"2011-04-25","1,374.09"
"2011-05-02","1,407.042"
"2011-05-09","1,363.752"
"2011-05-16","1,498.516"
"2011-05-23","1,475.523"
"2011-05-30","1,475.273"
"2011-06-06","1,473.904"
"2011-06-13","1,461.895"
"2011-06-20","1,448.35"
"2011-06-27","1,445.015"
"2011-07-04","1,459.45"
"2011-07-11","1,441.427"
"2011-07-18","1,441.493"
"2011-07-25","1,435.046"
"2011-08-01","1,429.774"
"2011-08-08","1,424.12"
"2011-08-15","1,416.503"
"2011-08-22","1,283.033"
"2011-08-29","1,319.545"
"2011-09-05","1,331.668"
"2011-09-12","1,055.869"
"2011-09-19","955.375"
"2011-09-26","953.241"
"2011-10-03","958.258"
"2011-10-10","955.128"
"2011-10-17","955.329"
"2011-10-24","957.651"
"2011-10-31","961.231"
"2011-11-07","955.477"
"2011-11-14","947.94"
"2011-11-21","935.125"
"2011-11-28","930.023"
"2011-12-05","914.787"
"2011-12-12","904.023"
"2011-12-19","892.745"
"2011-12-26","902.651"
"2012-01-02","924.772"
"2012-01-09","928.343"
"2012-01-16","927.674"
"2012-01-23","933.1"
"2012-01-30","920.937"
"2012-02-06","924.041"
"2012-02-13","928.11"
"2012-02-20","923.162"
"2012-02-27","919.828"
"2012-03-05","931.365"
"2012-03-12","922.869"
"2012-03-19","913.595"
"2012-03-26","886.928"
"2012-04-02","875.9"
"2012-04-09","872.954"
"2012-04-16","874.338"
"2012-04-23","874.909"
"2012-04-30","872.942"
"2012-05-07","868.866"
"2012-05-14","864.84"
"2012-05-21","863.409"
"2012-05-28","862.629"
"2012-06-04","859.612"
"2012-06-11","857.576"
"2012-06-18","860.278"
"2012-06-25","866.745"
"2012-07-02","869.866"
"2012-07-09","864.521"
"2012-07-16","863.216"
"2012-07-23","859.203"
"2012-07-30","860.54"
"2012-08-06","852.801"
"2012-08-13","863.645"
"2012-08-20","866.932"
"2012-08-27","863.413"
"2012-09-03","861.831"
"2012-09-10","861.112"
"2012-09-17","854.822"
"2012-09-24","851.12"
"2012-10-01","845.055"
"2012-10-08","847.851"
"2012-10-15","850.295"
"2012-10-22","845.562"
"2012-10-29","839.148"
"2012-11-05","834.459"
"2012-11-12","833.683"
"2012-11-19","835.404"
"2012-11-26","845.879"
"2012-12-03","848.221"
"2012-12-10","849.456"
"2012-12-17","853.129"
"2012-12-24","854.993"
"2012-12-31","852.737"
"2013-01-07","823.519"
"2013-01-14","803.12"
"2013-01-21","806.14"
"2013-01-28","805.14"
"2013-02-04","807.264"
"2013-02-11","805.132"
"2013-02-18","802.614"
"2013-02-25","802.299"
"2013-03-04","779.18"
"2013-03-11","795.889"
"2013-03-18","790.603"
"2013-03-25","780.666"
"2013-04-01","766.333"
"2013-04-08","765.898"
"2013-04-15","756.056"
"2013-04-22","744.795"
"2013-04-29","741.602"
"2013-05-06","740.903"
"2013-05-13","730.85"
"2013-05-20","730.187"
"2013-05-27","732.732"
"2013-06-03","735.191"
"2013-06-10","733.279"
"2013-06-17","730.723"
"2013-06-24","728.052"
"2013-07-01","725.361"
"2013-07-08","715.622"
"2013-07-15","713.826"
"2013-07-22","710.997"
"2013-07-29","704.488"
"2013-08-05","697.626"
"2013-08-12","696.293"
"2013-08-19","697.331"
"2013-08-26","694.523"
"2013-09-02","689.541"
"2013-09-09","691.213"
"2013-09-16","694.598"
"2013-09-23","691.619"
"2013-09-30","688.736"
"2013-10-07","684.796"
"2013-10-14","681.193"
"2013-10-21","675.855"
"2013-10-28","676.401"
"2013-11-04","679.738"
"2013-11-11","677.163"
"2013-11-18","676.54"
"2013-11-25","678.339"
"2013-12-02","677.75"
"2013-12-09","672.563"
"2013-12-16","674.715"
"2013-12-23","672.293"
"2013-12-30","668.554"
"2014-01-06","669.63"
"2014-01-13","667.546"
"2014-01-20","668.489"
"2014-01-27","670.637"
"2014-02-03","675.035"
"2014-02-10","680.767"
"2014-02-17","670.921"
"2014-02-24","667.428"
"2014-03-03","665.918"
"2014-03-10","667.26"
