"dtime per week","Average speed (Mbps)"
"2014-04-21","1.206"
"2014-04-28","1.202"
"2014-05-05","1.182"
"2014-05-12","1.201"
"2014-05-19","1.215"
"2014-05-26","1.232"
"2014-06-02","1.216"
"2014-06-09","1.288"
"2014-06-16","1.326"
"2014-06-23","1.34"
"2014-06-30","1.359"
"2014-07-07","1.354"
"2014-07-14","1.371"
"2014-07-21","1.362"
"2014-07-28","1.328"
"2014-08-04","1.303"
"2014-08-11","1.443"
"2014-08-18","1.348"
"2014-08-25","1.363"
"2014-09-01","1.302"
"2014-09-08","1.378"
"2014-09-15","1.481"
"2014-09-22","1.535"
"2014-09-29","1.567"
"2014-10-06","1.611"
"2014-10-13","1.603"
"2014-10-20","1.579"
"2014-10-27","1.605"
"2014-11-03","1.7"
"2014-11-10","1.707"
"2014-11-17","1.709"
"2014-11-24","1.727"
"2014-12-01","1.719"
"2014-12-08","1.771"
"2014-12-15","1.791"
"2014-12-22","1.84"
"2014-12-29","1.584"
"2015-01-05","1.328"
"2015-01-12","1.328"
"2015-01-19","1.344"
"2015-01-26","1.339"
"2015-02-02","1.344"
"2015-02-09","1.355"
"2015-02-16","1.378"
"2015-02-23","1.371"
"2015-03-02","1.308"
"2015-03-09","1.29"
"2015-03-16","1.298"
"2015-03-23","1.282"
"2015-03-30","1.237"
"2015-04-06","1.216"
"2015-04-13","1.203"
"2015-04-20","1.205"
"2015-04-27","1.223"
"2015-05-04","1.165"
"2015-05-11","1.119"
"2015-05-18","1.141"
"2015-05-25","1.177"
"2015-06-01","1.162"
"2015-06-08","1.169"
"2015-06-15","1.158"
"2015-06-22","1.186"
"2015-06-29","1.173"
"2015-07-06","1.168"
"2015-07-13","1.184"
"2015-07-20","1.268"
"2015-07-27","1.189"
"2015-08-03","1.17"
"2015-08-10","1.278"
"2015-08-17","1.331"
"2015-08-24","1.3"
"2015-08-31","1.396"
"2015-09-07","1.554"
"2015-09-14","1.593"
"2015-09-21","1.659"
"2015-09-28","1.444"
"2015-10-05","1.343"
"2015-10-12","1.388"
"2015-10-19","1.364"
"2015-10-26","1.356"
"2015-11-02","1.259"
"2015-11-09","1.257"
"2015-11-16","1.266"
"2015-11-23","1.278"
"2015-11-30","1.416"
"2015-12-07","1.6"
"2015-12-14","1.665"
"2015-12-21","1.648"
"2015-12-28","2.274"
"2016-01-04","2.455"
"2016-01-11","2.469"
"2016-01-18","2.504"
"2016-01-25","2.59"
"2016-02-01","2.581"
"2016-02-08","2.806"
"2016-02-15","2.948"
"2016-02-22","2.886"
"2016-02-29","2.768"
"2016-03-07","2.704"
"2016-03-14","2.765"
"2016-03-21","2.865"
"2016-03-28","2.864"
"2016-04-04","2.823"
"2016-04-11","2.875"
"2016-04-18","3.003"
"2016-04-25","3.01"
"2016-05-02","2.867"
"2016-05-09","2.659"
"2016-05-16","2.748"
"2016-05-23","2.793"
"2016-05-30","2.465"
"2016-06-06","3.143"
"2016-06-13","3.078"
"2016-06-20","3.562"
"2016-06-27","3.679"
"2016-07-04","2.759"
"2016-07-11","3.005"
"2016-07-18","3.222"
"2016-07-25","3.449"
"2016-08-01","3.431"
"2016-08-08","3.165"
"2016-08-15","2.856"
"2016-08-22","3.274"
"2016-08-29","3.223"
"2016-09-05","3.147"
"2016-09-12","3.096"
"2016-09-19","3.205"
"2016-09-26","3.179"
"2016-10-03","3.146"
"2016-10-10","3.009"
"2016-10-17","3.284"
"2016-10-24","3.436"
"2016-10-31","3.675"
"2016-11-07","4.044"
"2016-11-14","3.946"
"2016-11-21","3.902"
"2016-11-28","4.099"
"2016-12-05","4.071"
"2016-12-12","4.003"
"2016-12-19","3.591"
"2016-12-26","3.775"
"2017-01-02","1.902"
"2017-01-09","1.979"
"2017-01-16","2.021"
"2017-01-23","2.098"
"2017-01-30","2.033"
"2017-02-06","2.039"
"2017-02-13","2.024"
"2017-02-20","2.028"
"2017-02-27","2.03"
"2017-03-06","1.959"
"2017-03-13","1.91"
"2017-03-20","1.801"
"2017-03-27","1.846"
"2017-04-03","1.885"
"2017-04-10","2.374"
"2017-04-17","2.833"
"2017-04-24","3.567"
"2017-05-01","3.794"
"2017-05-08","3.834"
"2017-05-15","3.818"
"2017-05-22","3.818"
"2017-05-29","3.85"
"2017-06-05","3.521"
"2017-06-12","3.575"
"2017-06-19","3.867"
"2017-06-26","4.362"
"2017-07-03","4.333"
"2017-07-10","3.928"
"2017-07-17","3.161"
"2017-07-24","3.594"
"2017-07-31","2.947"
"2017-08-07","3.464"
"2017-08-14","3.675"
"2017-08-21","3.589"
"2017-08-28","3.556"
"2017-09-04","3.63"
"2017-09-11","3.689"
"2017-09-18","3.574"
"2017-09-25","3.506"
"2017-10-02","3.536"
"2017-10-09","3.43"
"2017-10-16","3.478"
"2017-10-23","3.474"
"2017-10-30","3.433"
"2017-11-06","3.529"
"2017-11-13","3.565"
"2017-11-20","2.935"
"2017-11-27","2.992"
"2017-12-04","2.663"
"2017-12-11","3.727"
"2017-12-18","3.805"
"2017-12-25","3.859"
"2018-01-01","4.606"
"2018-01-08","4.576"
"2018-01-15","4.649"
"2018-01-22","4.691"
"2018-01-29","4.707"
"2018-02-05","4.651"
"2018-02-12","4.831"
"2018-02-19","4.954"
"2018-02-26","5.064"
"2018-03-05","4.455"
"2018-03-12","3.359"
"2018-03-19","3.385"
"2018-03-26","3.026"
"2018-04-02","2.907"
"2018-04-09","2.932"
"2018-04-16","2.976"
"2018-04-23","2.964"
"2018-04-30","2.832"
"2018-05-07","2.858"
"2018-05-14","2.894"
"2018-05-21","2.921"
"2018-05-28","2.779"
"2018-06-04","2.575"
"2018-06-11","2.717"
"2018-06-18","2.732"
"2018-06-25","2.702"
"2018-07-02","3.034"
"2018-07-09","2.844"
"2018-07-16","2.908"
"2018-07-23","2.921"
"2018-07-30","2.892"
"2018-08-06","2.708"
"2018-08-13","2.838"
"2018-08-20","3.38"
"2018-08-27","3.016"
"2018-09-03","2.674"
"2018-09-10","2.662"
"2018-09-17","2.71"
"2018-09-24","2.727"
"2018-10-01","2.662"
"2018-10-08","2.736"
"2018-10-15","2.787"
"2018-10-22","2.936"
"2018-10-29","2.796"
"2018-11-05","3.101"
"2018-11-12","3.292"
"2018-11-19","3.2"
"2018-11-26","3.047"
"2018-12-03","3.225"
"2018-12-10","3.383"
"2018-12-17","3.824"
"2018-12-24","4.187"
"2018-12-31","3.407"
"2019-01-07","3.745"
"2019-01-14","3.775"
"2019-01-21","3.437"
"2019-01-28","3.617"
"2019-02-04","3.926"
"2019-02-11","3.932"
"2019-02-18","4.135"
"2019-02-25","4.164"
"2019-03-04","4.235"
"2019-03-11","4.24"
"2019-03-18","3.517"
"2019-03-25","3.724"
"2019-04-01","3.964"
"2019-04-08","4.056"
"2019-04-15","4.208"
"2019-04-22","4.365"
"2019-04-29","4.883"
"2019-05-06","5.552"
"2019-05-13","6.13"
"2019-05-20","5.931"
"2019-05-27","8.608"
"2019-06-03","6.761"
"2019-06-10","5.854"
"2019-06-17","5.906"
"2019-06-24","6.293"
"2019-07-01","6.077"
"2019-07-08","5.41"
"2019-07-15","5.203"
"2019-07-22","5.088"
"2019-07-29","5.253"
"2019-08-05","5.71"
"2019-08-12","5.676"
"2019-08-19","5.508"
"2019-08-26","5.427"
"2019-09-02","5.546"
"2019-09-09","5.612"
"2019-09-16","5.499"
"2019-09-23","5.523"
"2019-09-30","5.289"
"2019-10-07","5.909"
"2019-10-14","6.186"
"2019-10-21","6.4"
"2019-10-28","6.101"
"2019-11-04","6.191"
"2019-11-11","6.609"
"2019-11-18","6.791"
"2019-11-25","6.626"
"2019-12-02","6.435"
"2019-12-09","6.761"
"2019-12-16","6.573"
"2019-12-23","6.555"
"2019-12-30","4.356"
"2020-01-06","3.413"
"2020-01-13","3.434"
"2020-01-20","3.45"
"2020-01-27","3.442"
"2020-02-03","3.398"
"2020-02-10","3.448"
"2020-02-17","3.526"
"2020-02-24","3.542"
"2020-03-02","3.554"
"2020-03-09","3.665"
"2020-03-16","3.953"
"2020-03-23","4.316"
"2020-03-30","3.844"
"2020-04-06","3.791"
"2020-04-13","3.82"
"2020-04-20","3.813"
"2020-04-27","3.819"
"2020-05-04",null
"2020-05-11",null
"2020-05-18",null
"2020-05-25",null
"2020-06-01",null
"2020-06-08",null
"2020-06-15",null
"2020-06-22",null
"2020-06-29","3.855"
"2020-07-06","3.782"
"2020-07-13","3.808"
"2020-07-20","3.731"
"2020-07-27","3.644"
"2020-08-03","3.613"
"2020-08-10","4.104"
"2020-08-17","5.017"
"2020-08-24","5.104"
"2020-08-31","5.079"
"2020-09-07",null
"2020-09-14",null
"2020-09-21",null
"2020-09-28",null
"2020-10-05",null
"2020-10-12",null
"2020-10-19",null
"2020-10-26","5.851"
"2020-11-02","5.771"
"2020-11-09","5.838"
"2020-11-16","5.803"
"2020-11-23","6.168"
"2020-11-30","6.125"
"2020-12-07","6.522"
"2020-12-14","6.675"
"2020-12-21","6.692"
"2020-12-28","6.271"
"2021-01-04","5.652"
"2021-01-11","5.72"
"2021-01-18","5.527"
"2021-01-25","5.713"
"2021-02-01","5.667"
"2021-02-08","5.577"
"2021-02-15","5.639"
"2021-02-22","5.537"
"2021-03-01","5.887"
"2021-03-08","6.163"
"2021-03-15","6.279"
"2021-03-22","5.918"
"2021-03-29","5.476"
"2021-04-05","5.524"
"2021-04-12","5.593"
"2021-04-19","5.841"
"2021-04-26","5.92"
"2021-05-03","6.065"
"2021-05-10","6.128"
"2021-05-17","6.223"
"2021-05-24","6.356"
"2021-05-31","6.136"
"2021-06-07","6.418"
"2021-06-14","7.161"
"2021-06-21","7.071"
"2021-06-28","6.83"
"2021-07-05","6.391"
"2021-07-12","6.832"
"2021-07-19","6.464"
"2021-07-26","6.465"
"2021-08-02","6.605"
"2021-08-09","6.319"
"2021-08-16","6.392"
"2021-08-23","6.096"
"2021-08-30","6.095"
"2021-09-06","5.984"
"2021-09-13","5.971"
"2021-09-20","6.09"
"2021-09-27","6.001"
"2021-10-04","5.869"
"2021-10-11","6.747"
"2021-10-18","7.327"
"2021-10-25","7.929"
"2021-11-01","7.844"
"2021-11-08","8.158"
"2021-11-15","9.694"
"2021-11-22","10.12"
"2021-11-29","10.426"
"2021-12-06","11.084"
"2021-12-13","11.988"
"2021-12-20","11.808"
"2021-12-27","12.026"
"2022-01-03","11.839"
"2022-01-10","11.277"
"2022-01-17","11.224"
"2022-01-24","10.822"
"2022-01-31","10.882"
"2022-02-07","11.168"
"2022-02-14","11.425"
"2022-02-21","11.646"
"2022-02-28","12.426"
"2022-03-07","12.385"
"2022-03-14","12.942"
"2022-03-21","12.965"
"2022-03-28","12.758"
"2022-04-04",13
"2022-04-11","13.834"
"2022-04-18","14.477"
"2022-04-25","15.258"
"2022-05-02","15.365"
"2022-05-09","15.976"
"2022-05-16","16.267"
"2022-05-23","17.208"
"2022-05-30","17.117"
"2022-06-06","17.172"
"2022-06-13","18.314"
"2022-06-20","18.537"
"2022-06-27","19.829"
"2022-07-04","19.154"
"2022-07-11","19.331"
"2022-07-18","18.97"
"2022-07-25","20.895"
"2022-08-01","21.179"
"2022-08-08","22.559"
"2022-08-15","24.511"
"2022-08-22","24.321"
"2022-08-29","24.058"
"2022-09-05",null
"2022-09-12",null
"2022-09-19",null
"2022-09-26",null
"2022-10-03",null
"2022-10-10",null
"2022-10-17",null
"2022-10-24",null
"2022-10-31","25.893"
"2022-11-07","26.538"
"2022-11-14","28.449"
"2022-11-21","28.869"
"2022-11-28","29.477"
"2022-12-05","29.712"
"2022-12-12","31.853"
"2022-12-19","31.735"
"2022-12-26","31.514"
"2023-01-02","30.66"
"2023-01-09","29.881"
"2023-01-16","29.2"
"2023-01-23","29.484"
"2023-01-30","29.5"
"2023-02-06","31.397"
"2023-02-13","32.434"
"2023-02-20","34.919"
"2023-02-27","35.673"
"2023-03-06",null
"2023-03-13",null
"2023-03-20",null
"2023-03-27","39.02"
"2023-04-03","39.343"
"2023-04-10","40.019"
"2023-04-17","40.212"
"2023-04-24","40.731"
"2023-05-01","40.681"
"2023-05-08","51.265"
"2023-05-15","58.046"
"2023-05-22","59.681"
"2023-05-29","45.529"
"2023-06-05","43.063"
"2023-06-12","40.555"
"2023-06-19","38.975"
"2023-06-26","38.942"
"2023-07-03","44.844"
"2023-07-10","45.375"
"2023-07-17","45.642"
"2023-07-24","46.434"
"2023-07-31","47.243"
