"dtime per week","Average speed (Mbps)"
"2015-09-14","46.74"
"2015-09-21","46.783"
"2015-09-28","46.818"
"2015-10-05","47.576"
"2015-10-12","48.348"
"2015-10-19","48.466"
"2015-10-26","48.683"
"2015-11-02","48.922"
"2015-11-09","48.96"
"2015-11-16","49.012"
"2015-11-23","49.223"
"2015-11-30","49.257"
"2015-12-07","49.221"
"2015-12-14","49.453"
"2015-12-21","49.627"
"2015-12-28","45.457"
"2016-01-04","45.245"
"2016-01-11","45.489"
"2016-01-18","45.181"
"2016-01-25","45.434"
"2016-02-01","45.661"
"2016-02-08","45.791"
"2016-02-15","46.174"
"2016-02-22","45.941"
"2016-02-29","45.969"
"2016-03-07","46.191"
"2016-03-14","46.309"
"2016-03-21","46.219"
"2016-03-28","46.145"
"2016-04-04","46.649"
"2016-04-11","46.966"
"2016-04-18","47.092"
"2016-04-25","47.121"
"2016-05-02","47.23"
"2016-05-09","47.345"
"2016-05-16","47.47"
"2016-05-23","47.707"
"2016-05-30","47.961"
"2016-06-06","48.516"
"2016-06-13","48.57"
"2016-06-20","49.08"
"2016-06-27","49.547"
"2016-07-04","48.999"
"2016-07-11","48.53"
"2016-07-18","48.112"
"2016-07-25","48.112"
"2016-08-01","48.109"
"2016-08-08","48.147"
"2016-08-15","50.697"
"2016-08-22","50.842"
"2016-08-29","49.923"
"2016-09-05","49.032"
"2016-09-12","48.798"
"2016-09-19","47.965"
"2016-09-26","48.238"
"2016-10-03","48.502"
"2016-10-10","48.474"
"2016-10-17","48.677"
"2016-10-24","48.948"
"2016-10-31","49.461"
"2016-11-07","50.332"
"2016-11-14","50.851"
"2016-11-21","50.213"
"2016-11-28","50.7"
"2016-12-05","50.892"
"2016-12-12","50.436"
"2016-12-19","50.648"
"2016-12-26","51.607"
"2017-01-02","56.321"
"2017-01-09","56.963"
"2017-01-16","56.457"
"2017-01-23","56.214"
"2017-01-30","56.633"
"2017-02-06","57.122"
"2017-02-13","56.953"
"2017-02-20","56.851"
"2017-02-27","57.413"
"2017-03-06","57.907"
"2017-03-13","57.904"
"2017-03-20","58.482"
"2017-03-27","58.285"
"2017-04-03","58.275"
"2017-04-10","58.421"
"2017-04-17","59.006"
"2017-04-24","59.081"
"2017-05-01","59.915"
"2017-05-08","60.236"
"2017-05-15","60.345"
"2017-05-22","60.869"
"2017-05-29","60.788"
"2017-06-05","61.071"
"2017-06-12","61.42"
"2017-06-19","61.07"
"2017-06-26","62.139"
"2017-07-03","62.27"
"2017-07-10","62.854"
"2017-07-17","62.942"
"2017-07-24","59.78"
"2017-07-31","60.267"
"2017-08-07","60.631"
"2017-08-14","61.727"
"2017-08-21","61.077"
"2017-08-28","60.775"
"2017-09-04","61.472"
"2017-09-11","62.018"
"2017-09-18","62.174"
"2017-09-25","62.269"
"2017-10-02","61.956"
"2017-10-09","62.092"
"2017-10-16","62.699"
"2017-10-23","62.96"
"2017-10-30","63.003"
"2017-11-06","63.611"
"2017-11-13","64.041"
"2017-11-20","64.063"
"2017-11-27","63.877"
"2017-12-04","65.544"
"2017-12-11","64.478"
"2017-12-18","65.535"
"2017-12-25","66.173"
"2018-01-01","68.365"
"2018-01-08","69.152"
"2018-01-15","70.452"
"2018-01-22","70.688"
"2018-01-29","70.633"
"2018-02-05","71.353"
"2018-02-12","72.29"
"2018-02-19","72.338"
"2018-02-26","72.481"
"2018-03-05","72.585"
"2018-03-12","73.038"
"2018-03-19","73.669"
"2018-03-26","74.406"
"2018-04-02","75.337"
"2018-04-09","74.311"
"2018-04-16","72.926"
"2018-04-23","75.67"
"2018-04-30","76.632"
"2018-05-07","77.748"
"2018-05-14","77.851"
"2018-05-21","77.794"
"2018-05-28","78.944"
"2018-06-04","79.37"
"2018-06-11","79.445"
"2018-06-18","80.307"
"2018-06-25","80.309"
"2018-07-02","81.377"
"2018-07-09","82.028"
"2018-07-16","82.46"
"2018-07-23","83.611"
"2018-07-30","83.437"
"2018-08-06","83.436"
"2018-08-13","86.476"
"2018-08-20","87.07"
"2018-08-27","87.603"
"2018-09-03","86.341"
"2018-09-10","87.127"
