"dtime per week","Average latency (ms)"
"2010-12-27",null
"2011-01-03",null
"2011-01-10",null
"2011-01-17",null
"2011-01-24",null
"2011-01-31","317.733"
"2011-02-07","316.953"
"2011-02-14","320.936"
"2011-02-21","344.184"
"2011-02-28","344.439"
"2011-03-07","347.309"
"2011-03-14","345.589"
"2011-03-21","324.255"
"2011-03-28","328.405"
"2011-04-04","343.36"
"2011-04-11","351.273"
"2011-04-18","340.644"
"2011-04-25","337.998"
"2011-05-02","345.557"
"2011-05-09","331.854"
"2011-05-16","364.266"
"2011-05-23","361.075"
"2011-05-30","358.432"
"2011-06-06","362.719"
"2011-06-13","359.187"
"2011-06-20","352.88"
"2011-06-27","347.254"
"2011-07-04","346.755"
"2011-07-11","344.421"
"2011-07-18","340.617"
"2011-07-25","339.801"
"2011-08-01","336.856"
"2011-08-08","338.459"
"2011-08-15","335.312"
"2011-08-22","318.766"
"2011-08-29","324.359"
"2011-09-05","326.236"
"2011-09-12","324.274"
"2011-09-19","326.158"
"2011-09-26","328.937"
"2011-10-03","327.547"
"2011-10-10","328.308"
"2011-10-17","330.384"
"2011-10-24","334.931"
"2011-10-31","334.041"
"2011-11-07","329.893"
"2011-11-14","334.009"
"2011-11-21","332.974"
"2011-11-28","338.14"
"2011-12-05","339.228"
"2011-12-12","339.661"
"2011-12-19","340.72"
"2011-12-26","345.312"
"2012-01-02","362.394"
"2012-01-09","365.406"
"2012-01-16","377.051"
"2012-01-23","389.639"
"2012-01-30","378.633"
"2012-02-06","382.997"
"2012-02-13","382.906"
"2012-02-20","373.23"
"2012-02-27","369.127"
"2012-03-05","379.785"
"2012-03-12","392.618"
"2012-03-19","386.326"
"2012-03-26","362.889"
"2012-04-02","348.954"
"2012-04-09","343.805"
"2012-04-16","345.26"
"2012-04-23","340.915"
"2012-04-30","339.666"
"2012-05-07","340.388"
"2012-05-14","342.776"
"2012-05-21","344.334"
"2012-05-28","346.388"
"2012-06-04","345.113"
"2012-06-11","343.637"
"2012-06-18","348.092"
"2012-06-25","342.009"
"2012-07-02","341.779"
"2012-07-09","341.209"
"2012-07-16","344.121"
"2012-07-23","342.961"
"2012-07-30","341.492"
"2012-08-06","341.949"
"2012-08-13","342.846"
"2012-08-20","344.669"
"2012-08-27","349.699"
"2012-09-03","349.688"
"2012-09-10","344.259"
"2012-09-17","345.903"
"2012-09-24","348.082"
"2012-10-01","346.918"
"2012-10-08","346.183"
"2012-10-15","346.457"
"2012-10-22","350.613"
"2012-10-29","348.325"
"2012-11-05","349.981"
"2012-11-12","349.901"
"2012-11-19","348.897"
"2012-11-26","343.492"
"2012-12-03","340.903"
"2012-12-10","338.718"
"2012-12-17","341.442"
"2012-12-24","341.123"
"2012-12-31","354.106"
"2013-01-07","349.396"
"2013-01-14","350.581"
"2013-01-21","349.998"
"2013-01-28","346.76"
"2013-02-04","348.317"
"2013-02-11","347.523"
"2013-02-18","350.541"
"2013-02-25","348.02"
"2013-03-04","343.703"
"2013-03-11","346.43"
"2013-03-18","344.095"
"2013-03-25","339.462"
"2013-04-01","331.469"
"2013-04-08","333.472"
"2013-04-15","328.788"
"2013-04-22","323.519"
"2013-04-29","317.475"
"2013-05-06","311.972"
"2013-05-13","308.54"
"2013-05-20","311.496"
"2013-05-27","312.323"
"2013-06-03","310.442"
"2013-06-10","311.245"
"2013-06-17","310.131"
"2013-06-24","308.641"
"2013-07-01","305.835"
"2013-07-08","305.334"
"2013-07-15","306.171"
"2013-07-22","307.909"
"2013-07-29","308.59"
"2013-08-05","312.303"
"2013-08-12","312.302"
"2013-08-19","310.394"
"2013-08-26","309.449"
"2013-09-02","310.962"
"2013-09-09","305.176"
"2013-09-16","306.791"
"2013-09-23","304.489"
"2013-09-30","304.254"
"2013-10-07","302.568"
"2013-10-14","301.017"
"2013-10-21","298.198"
"2013-10-28","297.657"
"2013-11-04","297.824"
"2013-11-11","295.773"
"2013-11-18","295.135"
"2013-11-25","293.911"
"2013-12-02","293.208"
"2013-12-09","289.093"
"2013-12-16","289.382"
"2013-12-23","292.267"
"2013-12-30","293.501"
"2014-01-06","291.488"
"2014-01-13","292.82"
"2014-01-20","294.632"
"2014-01-27","295.789"
"2014-02-03","296.728"
"2014-02-10","297.472"
"2014-02-17","295.978"
"2014-02-24","293.252"
"2014-03-03","288.91"
"2014-03-10","289.093"
"2014-03-17","289.227"
"2014-03-24","287.112"
"2014-03-31","288.96"
"2014-04-07","289.987"
"2014-04-14","287.63"
