"dtime per day","Average latency (ms)"
"2013-01-12","345.657"
"2013-01-13","343.986"
"2013-01-14","334.711"
"2013-01-15","333.676"
"2013-01-16","332.186"
"2013-01-17","336.693"
"2013-01-18","337.015"
"2013-01-19","345.912"
"2013-01-20","342.159"
"2013-01-21","346.878"
"2013-01-22","336.277"
"2013-01-23","335.815"
"2013-01-24","329.971"
"2013-01-25","328.254"
"2013-01-26","329.598"
"2013-01-27","333.404"
"2013-01-28","325.139"
"2013-01-29","322.978"
"2013-01-30","328.323"
"2013-01-31","329.049"
"2013-02-01","329.897"
"2013-02-02","337.222"
"2013-02-03","337.307"
"2013-02-04","327.222"
"2013-02-05","328.295"
"2013-02-06","326.135"
"2013-02-07","328.042"
"2013-02-08","333.055"
"2013-02-09","341.376"
"2013-02-10","338.604"
"2013-02-11","334.414"
"2013-02-12","330.414"
"2013-02-13","328.46"
"2013-02-14","328.768"
"2013-02-15","324.558"
"2013-02-16","338.377"
"2013-02-17","338.108"
"2013-02-18","339.301"
"2013-02-19","336.569"
"2013-02-20","334.61"
"2013-02-21","330.594"
"2013-02-22","331.698"
"2013-02-23","341.58"
"2013-02-24","341.833"
"2013-02-25","331.674"
"2013-02-26","331.567"
"2013-02-27","331.48"
"2013-02-28","330.932"
"2013-03-01","332.446"
"2013-03-02","338.634"
"2013-03-03","343.174"
"2013-03-04","330.127"
"2013-03-05","329.162"
"2013-03-06","329.916"
"2013-03-07","332.91"
"2013-03-08","329.778"
"2013-03-09","337.395"
"2013-03-10","341.477"
"2013-03-11","331.83"
"2013-03-12","328.079"
"2013-03-13","327.597"
"2013-03-14","327.05"
"2013-03-15","329.643"
"2013-03-16","331.804"
"2013-03-17","335.016"
"2013-03-18","324.099"
"2013-03-19","324.348"
"2013-03-20","322.402"
"2013-03-21","320.794"
"2013-03-22","323.518"
"2013-03-23","329.632"
"2013-03-24","330.768"
"2013-03-25","323.737"
"2013-03-26","323.829"
"2013-03-27","317.684"
"2013-03-28","317.252"
"2013-03-29","316.884"
"2013-03-30","316.859"
"2013-03-31","315.69"
"2013-04-01","316.969"
"2013-04-02","314.867"
"2013-04-03","311.207"
"2013-04-04","301.703"
"2013-04-05","301.667"
"2013-04-06","302.375"
"2013-04-07","309.976"
"2013-04-08","308.56"
"2013-04-09","306.093"
"2013-04-10","305.889"
"2013-04-11","305.17"
"2013-04-12","307.91"
"2013-04-13","311.407"
"2013-04-14","315.002"
"2013-04-15","306.283"
"2013-04-16","303.217"
"2013-04-17","301.3"
"2013-04-18","293.983"
"2013-04-19","299.87"
"2013-04-20","305.503"
"2013-04-21","307.819"
"2013-04-22","298.004"
"2013-04-23","298.302"
"2013-04-24","294.634"
"2013-04-25","292.766"
"2013-04-26","291.822"
"2013-04-27","295.946"
"2013-04-28","296.515"
"2013-04-29","287.672"
"2013-04-30","285.685"
"2013-05-01","284.302"
"2013-05-02","282.947"
"2013-05-03","285.917"
"2013-05-04","285.972"
"2013-05-05","285.773"
"2013-05-06","281.363"
"2013-05-07","279.353"
"2013-05-08","281.357"
"2013-05-09","274.475"
"2013-05-10","276.521"
"2013-05-11","277.878"
"2013-05-12","279.945"
"2013-05-13","274.34"
"2013-05-14","276.972"
"2013-05-15","276.449"
"2013-05-16","272.806"
"2013-05-17","270.553"
"2013-05-18","278.69"
"2013-05-19","278.937"
"2013-05-20","276.615"
"2013-05-21","279.272"
"2013-05-22","279.968"
"2013-05-23","277.669"
"2013-05-24","278.012"
"2013-05-25","279.429"
"2013-05-26","281.132"
"2013-05-27","283.677"
"2013-05-28","279.934"
"2013-05-29","280.788"
"2013-05-30","280.692"
"2013-05-31","281.634"
"2013-06-01","280.197"
"2013-06-02","279.865"
"2013-06-03","280.987"
"2013-06-04","275.813"
"2013-06-05","277.168"
"2013-06-06","281.519"
"2013-06-07","280.906"
"2013-06-08","281.975"
"2013-06-09","282.5"
"2013-06-10","282.214"
"2013-06-11","282.889"
"2013-06-12","283.152"
"2013-06-13","282.335"
"2013-06-14","278.905"
"2013-06-15","283.642"
"2013-06-16","284.802"
"2013-06-17","286.53"
"2013-06-18","282.544"
"2013-06-19","280.647"
"2013-06-20","278.673"
"2013-06-21","279.416"
"2013-06-22","279.587"
"2013-06-23","285.538"
"2013-06-24","283.099"
"2013-06-25","280.81"
"2013-06-26","280.111"
"2013-06-27","282.408"
"2013-06-28","280.211"
"2013-06-29","277.834"
"2013-06-30","277.711"
"2013-07-01","276.799"
"2013-07-02","273.202"
"2013-07-03","275.204"
"2013-07-04","275.861"
"2013-07-05","272.744"
"2013-07-06","277.381"
"2013-07-07","274.929"
"2013-07-08","276.288"
"2013-07-09","275.236"
"2013-07-10","274.565"
"2013-07-11","273.962"
"2013-07-12","274.27"
"2013-07-13","274.834"
"2013-07-14","276.013"
"2013-07-15","275.667"
"2013-07-16","277.999"
"2013-07-17","278.289"
"2013-07-18","277.901"
"2013-07-19","274.498"
"2013-07-20","276.895"
"2013-07-21","279.267"
"2013-07-22","279.26"
"2013-07-23","275.105"
"2013-07-24","275.075"
"2013-07-25","271.363"
"2013-07-26","273.487"
"2013-07-27","273.526"
"2013-07-28","278.154"
"2013-07-29","277.574"
"2013-07-30","281.194"
"2013-07-31","277.502"
"2013-08-01","278.093"
"2013-08-02","279.695"
"2013-08-03","279.005"
"2013-08-04","282.558"
"2013-08-05","283.627"
"2013-08-06","279.614"
"2013-08-07","285.449"
"2013-08-08","279.374"
"2013-08-09","281.11"
"2013-08-10","281.338"
"2013-08-11","283.661"
"2013-08-12","282.222"
"2013-08-13","280.897"
"2013-08-14","278.788"
"2013-08-15","278.263"
"2013-08-16","279.164"
"2013-08-17","284.241"
"2013-08-18","284.597"
"2013-08-19","280.717"
"2013-08-20","279.974"
"2013-08-21","278.767"
"2013-08-22","280.121"
"2013-08-23","277.637"
"2013-08-24","281.33"
"2013-08-25","282.915"
"2013-08-26","278.516"
"2013-08-27","278.974"
"2013-08-28","276.1"
"2013-08-29","277.895"
"2013-08-30","276.351"
"2013-08-31","278.657"
"2013-09-01","278.385"
"2013-09-02","286.279"
"2013-09-03","280.563"
"2013-09-04","280.414"
"2013-09-05","278.665"
"2013-09-06","274.271"
"2013-09-07","276.194"
"2013-09-08","280.725"
"2013-09-09","274.457"
"2013-09-10","274.842"
"2013-09-11","274.034"
