"dtime per day","Average latency (ms)"
"2011-08-11","1,427.922"
"2011-08-12","1,419.837"
"2011-08-13","1,422.411"
"2011-08-14","1,409.531"
"2011-08-15","1,434.712"
"2011-08-16","1,437.442"
"2011-08-17","1,436.713"
"2011-08-18","1,442.624"
"2011-08-19","1,428.374"
"2011-08-20","1,427.933"
"2011-08-21","1,307.76"
"2011-08-22","1,264.863"
"2011-08-23","1,272.052"
"2011-08-24","1,284.9"
"2011-08-25","1,289.858"
"2011-08-26","1,292.04"
"2011-08-27","1,285.52"
"2011-08-28","1,292.281"
"2011-08-29","1,309.043"
"2011-08-30","1,328.345"
"2011-08-31","1,323.1"
"2011-09-01","1,319.683"
"2011-09-02","1,326.347"
"2011-09-03","1,313.781"
"2011-09-04","1,316.234"
"2011-09-05","1,325.388"
"2011-09-06","1,337.767"
"2011-09-07","1,333.244"
"2011-09-08","1,331.542"
"2011-09-09","1,340.241"
"2011-09-10","1,326.36"
"2011-09-11","1,327.086"
"2011-09-12","1,339.844"
"2011-09-13","1,339.377"
"2011-09-14","1,065.172"
"2011-09-15","960.202"
"2011-09-16","955.103"
"2011-09-17","957.512"
"2011-09-18","957.963"
"2011-09-19","954.521"
"2011-09-20","956.995"
"2011-09-21","961.122"
"2011-09-22","954.789"
"2011-09-23","954.361"
"2011-09-24","953.148"
"2011-09-25","952.71"
"2011-09-26","951.967"
"2011-09-27","952.548"
"2011-09-28","954.901"
"2011-09-29","950.467"
"2011-09-30","956.093"
"2011-10-01","951.818"
"2011-10-02","954.921"
"2011-10-03","957.774"
"2011-10-04","956.699"
"2011-10-05","958.88"
"2011-10-06","957.197"
"2011-10-07","954.746"
"2011-10-08","961.865"
"2011-10-09","961.173"
"2011-10-10","963.163"
"2011-10-11","965.505"
"2011-10-12","964.493"
"2011-10-13","920.322"
"2011-10-14","956.969"
"2011-10-15","959.589"
"2011-10-16","953.31"
"2011-10-17","952.157"
"2011-10-18","953.979"
"2011-10-19","952.463"
"2011-10-20","958.394"
