"dtime per day","Average speed (Mbps)"
"2011-04-04","4.987"
"2011-04-05","5.018"
"2011-04-06","4.955"
"2011-04-07","5.002"
"2011-04-08","5.052"
"2011-04-09","5.009"
"2011-04-10","4.97"
"2011-04-11","5.026"
"2011-04-12","5.028"
"2011-04-13","5.037"
"2011-04-14","5.015"
"2011-04-15","5.043"
"2011-04-16","5.015"
"2011-04-17","5.018"
"2011-04-18","5.04"
"2011-04-19","5.052"
"2011-04-20","5.046"
"2011-04-21","5.049"
"2011-04-22","5.057"
"2011-04-23","5.095"
"2011-04-24","5.078"
"2011-04-25","5.084"
"2011-04-26","5.107"
"2011-04-27","5.163"
"2011-04-28","5.177"
"2011-04-29","5.213"
"2011-04-30","5.131"
"2011-05-01","5.095"
"2011-05-02","5.073"
"2011-05-03","5.086"
"2011-05-04","5.096"
"2011-05-05","5.125"
"2011-05-06","5.166"
"2011-05-07","5.176"
"2011-05-08","5.157"
"2011-05-09","5.157"
"2011-05-10","5.182"
"2011-05-11","5.146"
"2011-05-12","5.2"
"2011-05-13","5.29"
"2011-05-14","5.222"
"2011-05-15","5.086"
"2011-05-16","5.107"
"2011-05-17","5.09"
"2011-05-18","5.103"
"2011-05-19","5.128"
"2011-05-20","5.144"
"2011-05-21","5.131"
"2011-05-22","5.12"
"2011-05-23","5.159"
"2011-05-24","5.108"
"2011-05-25","5.148"
"2011-05-26","5.17"
"2011-05-27","5.185"
"2011-05-28","5.2"
"2011-05-29","5.184"
"2011-05-30","5.206"
"2011-05-31","5.21"
"2011-06-01","5.162"
"2011-06-02","5.129"
"2011-06-03","5.202"
"2011-06-04","5.188"
"2011-06-05","5.178"
"2011-06-06","5.098"
"2011-06-07","5.167"
"2011-06-08","5.198"
"2011-06-09","5.197"
"2011-06-10","5.232"
"2011-06-11","5.24"
"2011-06-12","5.26"
"2011-06-13","5.205"
"2011-06-14","5.222"
"2011-06-15","5.191"
"2011-06-16","5.23"
"2011-06-17","5.244"
"2011-06-18","5.301"
"2011-06-19","5.302"
"2011-06-20","5.277"
"2011-06-21","5.247"
"2011-06-22","5.267"
"2011-06-23","5.327"
"2011-06-24","5.335"
"2011-06-25","5.34"
"2011-06-26","5.324"
"2011-06-27","5.28"
"2011-06-28","5.341"
"2011-06-29","5.343"
"2011-06-30","5.35"
"2011-07-01","5.012"
"2011-07-02","5.127"
"2011-07-03","5.142"
"2011-07-04","5.128"
"2011-07-05","5.099"
"2011-07-06","5.051"
"2011-07-07","5.07"
"2011-07-08","5.126"
"2011-07-09","5.126"
"2011-07-10","5.163"
"2011-07-11","5.083"
"2011-07-12","5.134"
"2011-07-13","5.139"
"2011-07-14","5.149"
"2011-07-15","5.232"
"2011-07-16","5.254"
"2011-07-17","5.239"
"2011-07-18","5.237"
"2011-07-19","5.232"
"2011-07-20","5.236"
"2011-07-21","5.252"
"2011-07-22","5.218"
"2011-07-23","5.235"
"2011-07-24","5.187"
"2011-07-25","5.153"
"2011-07-26","5.141"
"2011-07-27","5.115"
"2011-07-28","5.151"
"2011-07-29","5.178"
"2011-07-30","5.208"
"2011-07-31","5.141"
"2011-08-01","5.133"
"2011-08-02","5.119"
"2011-08-03","5.124"
"2011-08-04","5.112"
"2011-08-05","5.148"
"2011-08-06","5.179"
"2011-08-07","5.139"
"2011-08-08","5.127"
"2011-08-09","5.163"
"2011-08-10","5.165"
"2011-08-11","5.17"
"2011-08-12","5.162"
"2011-08-13","5.181"
"2011-08-14","5.156"
"2011-08-15","5.173"
"2011-08-16","5.15"
"2011-08-17","5.195"
"2011-08-18","5.141"
"2011-08-19","5.206"
"2011-08-20","5.22"
"2011-08-21","5.15"
"2011-08-22","5.141"
"2011-08-23","5.158"
"2011-08-24","5.136"
"2011-08-25","5.191"
"2011-08-26","5.205"
"2011-08-27","5.195"
"2011-08-28","5.202"
"2011-08-29","5.214"
"2011-08-30","5.179"
"2011-08-31","5.155"
"2011-09-01","5.079"
"2011-09-02","5.098"
"2011-09-03","5.119"
"2011-09-04","5.103"
"2011-09-05","5.064"
"2011-09-06","5.121"
"2011-09-07","5.15"
"2011-09-08","5.112"
"2011-09-09","5.137"
"2011-09-10","5.14"
"2011-09-11","5.106"
"2011-09-12","5.111"
"2011-09-13","5.121"
"2011-09-14","5.193"
"2011-09-15","5.3"
"2011-09-16","5.297"
"2011-09-17","5.308"
"2011-09-18","5.284"
"2011-09-19","5.245"
"2011-09-20","5.261"
"2011-09-21","5.287"
"2011-09-22","5.274"
"2011-09-23","5.296"
"2011-09-24","5.275"
"2011-09-25","5.229"
"2011-09-26","5.25"
"2011-09-27","5.231"
"2011-09-28","5.261"
"2011-09-29","5.245"
"2011-09-30","5.235"
"2011-10-01","5.247"
"2011-10-02","5.243"
"2011-10-03","5.233"
"2011-10-04","5.239"
"2011-10-05","5.214"
"2011-10-06","5.237"
"2011-10-07","5.226"
"2011-10-08","5.203"
"2011-10-09","5.203"
"2011-10-10","5.201"
"2011-10-11","5.25"
"2011-10-12","5.227"
"2011-10-13","5.217"
"2011-10-14","5.257"
"2011-10-15","5.277"
"2011-10-16","5.3"
"2011-10-17","5.255"
"2011-10-18","5.273"
"2011-10-19","5.293"
"2011-10-20","5.355"
"2011-10-21","5.302"
"2011-10-22","5.333"
"2011-10-23","5.358"
"2011-10-24","5.284"
"2011-10-25","5.329"
"2011-10-26","5.346"
"2011-10-27","5.324"
"2011-10-28","5.339"
"2011-10-29","5.365"
"2011-10-30","5.406"
"2011-10-31","5.392"
"2011-11-01","5.372"
"2011-11-02","5.369"
"2011-11-03","5.352"
"2011-11-04","5.366"
"2011-11-05","5.369"
"2011-11-06","5.386"
"2011-11-07","5.357"
"2011-11-08","5.372"
"2011-11-09","5.42"
"2011-11-10","5.411"
"2011-11-11","5.423"
"2011-11-12","5.473"
"2011-11-13","5.473"
"2011-11-14","5.475"
"2011-11-15","5.481"
"2011-11-16","5.463"
"2011-11-17","5.466"
"2011-11-18","5.453"
"2011-11-19","5.465"
"2011-11-20","5.477"
"2011-11-21","5.474"
"2011-11-22","5.473"
"2011-11-23","5.488"
"2011-11-24","5.527"
"2011-11-25","5.532"
"2011-11-26","5.535"
"2011-11-27","5.485"
"2011-11-28","5.472"
"2011-11-29","5.453"
"2011-11-30","5.466"
"2011-12-01","5.478"
"2011-12-02","5.456"
"2011-12-03","5.418"
"2011-12-04","5.417"
"2011-12-05","5.449"
"2011-12-06","5.505"
"2011-12-07","5.479"
"2011-12-08","5.425"
"2011-12-09","5.461"
"2011-12-10","5.48"
"2011-12-11","5.471"
"2011-12-12","5.448"
"2011-12-13","5.452"
"2011-12-14","5.493"
"2011-12-15","5.467"
"2011-12-16","5.477"
"2011-12-17","5.52"
"2011-12-18","5.524"
"2011-12-19","5.522"
"2011-12-20","5.496"
"2011-12-21","5.469"
"2011-12-22","5.516"
"2011-12-23","5.487"
"2011-12-24","5.646"
"2011-12-25","5.662"
"2011-12-26","5.632"
"2011-12-27","5.656"
"2011-12-28","5.585"
"2011-12-29","5.609"
"2011-12-30","5.594"
"2011-12-31","5.653"
"2012-01-01","5.438"
"2012-01-02","5.368"
"2012-01-03","5.382"
"2012-01-04","5.44"
"2012-01-05","5.421"
"2012-01-06","5.378"
"2012-01-07","5.362"
"2012-01-08","5.328"
"2012-01-09","5.321"
"2012-01-10","5.369"
"2012-01-11","5.373"
"2012-01-12","5.344"
"2012-01-13","5.369"
"2012-01-14","5.408"
"2012-01-15","5.421"
"2012-01-16","5.37"
"2012-01-17","5.329"
"2012-01-18","5.397"
"2012-01-19","5.379"
"2012-01-20","5.408"
"2012-01-21","5.425"
"2012-01-22","5.368"
"2012-01-23","5.404"
"2012-01-24","5.426"
"2012-01-25","5.423"
"2012-01-26","5.429"
"2012-01-27","5.478"
"2012-01-28","5.48"
"2012-01-29","5.484"
"2012-01-30","5.505"
"2012-01-31","5.523"
"2012-02-01","5.543"
"2012-02-02","5.533"
"2012-02-03","5.522"
"2012-02-04","5.471"
"2012-02-05","5.485"
"2012-02-06","5.56"
"2012-02-07","5.487"
"2012-02-08","5.479"
"2012-02-09","5.497"
"2012-02-10","5.487"
"2012-02-11","5.515"
"2012-02-12","5.454"
"2012-02-13","5.456"
"2012-02-14","5.507"
"2012-02-15","5.542"
"2012-02-16","5.482"
"2012-02-17","5.532"
"2012-02-18","5.496"
"2012-02-19","5.506"
"2012-02-20","5.458"
"2012-02-21","5.506"
"2012-02-22","5.569"
"2012-02-23","5.63"
"2012-02-24","5.643"
"2012-02-25","5.631"
"2012-02-26","5.632"
"2012-02-27","5.667"
"2012-02-28","5.661"
"2012-02-29","5.678"
"2012-03-01","5.59"
"2012-03-02","5.597"
"2012-03-03","5.559"
"2012-03-04","5.535"
"2012-03-05","5.546"
"2012-03-06","5.555"
"2012-03-07","5.522"
"2012-03-08","5.512"
"2012-03-09","5.477"
"2012-03-10","5.416"
"2012-03-11","5.411"
"2012-03-12","5.368"
"2012-03-13","5.333"
"2012-03-14","5.322"
"2012-03-15","5.278"
"2012-03-16","5.274"
"2012-03-17","5.235"
"2012-03-18","5.25"
"2012-03-19","5.232"
"2012-03-20","5.225"
"2012-03-21","5.201"
"2012-03-22","5.186"
"2012-03-23","5.21"
"2012-03-24","5.246"
"2012-03-25","5.21"
"2012-03-26","5.216"
"2012-03-27","5.157"
"2012-03-28","5.159"
"2012-03-29","5.256"
"2012-03-30","5.254"
"2012-03-31","5.197"
"2012-04-01","5.17"
"2012-04-02","5.189"
"2012-04-03","5.194"
"2012-04-04","5.171"
"2012-04-05","5.185"
"2012-04-06","5.16"
"2012-04-07","5.175"
"2012-04-08","5.099"
"2012-04-09","5.112"
"2012-04-10","5.069"
"2012-04-11","5.041"
"2012-04-12","5.048"
"2012-04-13","5.111"
"2012-04-14","5.18"
"2012-04-15","5.193"
"2012-04-16","5.189"
"2012-04-17","5.232"
"2012-04-18","5.196"
"2012-04-19","5.21"
"2012-04-20","5.187"
"2012-04-21","5.178"
"2012-04-22","5.223"
"2012-04-23","5.277"
"2012-04-24","5.301"
"2012-04-25","5.398"
"2012-04-26","5.44"
"2012-04-27","5.492"
"2012-04-28","5.497"
"2012-04-29","5.49"
"2012-04-30","5.546"
"2012-05-01","5.511"
"2012-05-02","5.455"
"2012-05-03","5.497"
"2012-05-04","5.544"
"2012-05-05","5.484"
"2012-05-06","5.481"
"2012-05-07","5.484"
"2012-05-08","5.496"
"2012-05-09","5.482"
"2012-05-10","5.494"
"2012-05-11","5.519"
"2012-05-12","5.515"
"2012-05-13","5.48"
"2012-05-14","5.529"
"2012-05-15","5.545"
"2012-05-16","5.558"
"2012-05-17","5.554"
"2012-05-18","5.588"
"2012-05-19","5.566"
"2012-05-20","5.55"
"2012-05-21","5.545"
"2012-05-22","5.535"
"2012-05-23","5.576"
"2012-05-24","5.562"
"2012-05-25","5.565"
"2012-05-26","5.551"
"2012-05-27","5.581"
"2012-05-28","5.521"
"2012-05-29","5.522"
"2012-05-30","5.513"
"2012-05-31","5.544"
"2012-06-01","5.574"
"2012-06-02","5.537"
"2012-06-03","5.565"
"2012-06-04","5.535"
"2012-06-05","5.523"
"2012-06-06","5.563"
"2012-06-07","5.585"
"2012-06-08","5.561"
"2012-06-09","5.573"
"2012-06-10","5.512"
"2012-06-11","5.542"
"2012-06-12","5.537"
"2012-06-13","5.571"
"2012-06-14","5.565"
"2012-06-15","5.542"
"2012-06-16","5.572"
"2012-06-17","5.5"
"2012-06-18","5.466"
"2012-06-19","5.47"
"2012-06-20","5.531"
"2012-06-21","5.547"
"2012-06-22","5.56"
"2012-06-23","5.587"
"2012-06-24","5.59"
"2012-06-25","5.566"
"2012-06-26","5.586"
"2012-06-27","5.592"
"2012-06-28","5.53"
"2012-06-29","5.565"
"2012-06-30","5.658"
"2012-07-01","5.651"
"2012-07-02","5.609"
"2012-07-03","5.596"
"2012-07-04","5.545"
"2012-07-05","5.59"
"2012-07-06","5.561"
"2012-07-07","5.581"
"2012-07-08","5.605"
"2012-07-09","5.549"
"2012-07-10","5.595"
"2012-07-11","5.596"
"2012-07-12","5.545"
"2012-07-13","5.592"
"2012-07-14","5.629"
"2012-07-15","5.533"
"2012-07-16","5.554"
"2012-07-17","5.578"
"2012-07-18","5.536"
"2012-07-19","5.525"
"2012-07-20","5.585"
"2012-07-21","5.623"
"2012-07-22","5.607"
"2012-07-23","5.602"
"2012-07-24","5.596"
"2012-07-25","5.581"
"2012-07-26","5.624"
"2012-07-27","5.639"
"2012-07-28","5.676"
"2012-07-29","5.699"
"2012-07-30","5.686"
"2012-07-31","5.654"
"2012-08-01","5.641"
"2012-08-02","5.683"
"2012-08-03","5.648"
"2012-08-04","5.689"
"2012-08-05","5.696"
"2012-08-06","5.677"
"2012-08-07","5.667"
"2012-08-08","5.755"
"2012-08-09","5.782"
"2012-08-10","5.684"
"2012-08-11","5.718"
"2012-08-12","5.709"
"2012-08-13","5.678"
"2012-08-14","5.583"
"2012-08-15","5.657"
"2012-08-16","5.69"
"2012-08-17","5.727"
"2012-08-18","5.728"
"2012-08-19","5.712"
"2012-08-20","5.753"
"2012-08-21","5.707"
"2012-08-22","5.671"
"2012-08-23","5.69"
"2012-08-24","5.683"
"2012-08-25","5.704"
"2012-08-26","5.746"
"2012-08-27","5.77"
"2012-08-28","5.755"
"2012-08-29","5.775"
"2012-08-30","5.832"
"2012-08-31","5.79"
"2012-09-01","5.76"
"2012-09-02","5.715"
"2012-09-03","5.699"
"2012-09-04","5.733"
"2012-09-05","5.755"
"2012-09-06","5.793"
"2012-09-07","5.786"
"2012-09-08","5.696"
"2012-09-09","5.701"
"2012-09-10","5.854"
"2012-09-11","6.215"
"2012-09-12","6.225"
"2012-09-13","6.281"
"2012-09-14","6.316"
"2012-09-15","6.211"
"2012-09-16","6.18"
"2012-09-17","6.203"
"2012-09-18","6.197"
"2012-09-19","6.255"
"2012-09-20","6.277"
"2012-09-21","6.241"
"2012-09-22","6.245"
"2012-09-23","6.197"
"2012-09-24","6.348"
"2012-09-25","6.525"
"2012-09-26","6.539"
"2012-09-27","6.543"
"2012-09-28","6.522"
"2012-09-29","6.475"
"2012-09-30","6.496"
"2012-10-01","6.513"
"2012-10-02","6.563"
"2012-10-03","6.511"
"2012-10-04","6.579"
"2012-10-05","6.544"
"2012-10-06","6.528"
"2012-10-07","6.56"
"2012-10-08","6.55"
"2012-10-09","6.539"
"2012-10-10","6.564"
"2012-10-11","6.57"
"2012-10-12","6.567"
"2012-10-13","6.575"
"2012-10-14","6.636"
"2012-10-15","6.567"
"2012-10-16","6.551"
"2012-10-17","6.55"
"2012-10-18","6.636"
"2012-10-19","6.612"
"2012-10-20","6.666"
"2012-10-21","6.615"
"2012-10-22","6.573"
"2012-10-23","6.618"
"2012-10-24","6.638"
"2012-10-25","6.703"
"2012-10-26","6.671"
"2012-10-27","6.675"
"2012-10-28","6.629"
"2012-10-29","6.684"
"2012-10-30","6.665"
"2012-10-31","6.67"
"2012-11-01","6.679"
"2012-11-02","6.639"
"2012-11-03","6.669"
"2012-11-04","6.747"
"2012-11-05","6.76"
"2012-11-06","6.87"
"2012-11-07","6.773"
"2012-11-08","6.831"
"2012-11-09","6.716"
"2012-11-10","6.485"
"2012-11-11","6.497"
"2012-11-12","6.546"
"2012-11-13","6.58"
"2012-11-14","6.502"
"2012-11-15","6.63"
"2012-11-16","6.71"
"2012-11-17","6.666"
"2012-11-18","6.607"
"2012-11-19","6.523"
"2012-11-20","6.602"
"2012-11-21","6.557"
"2012-11-22","6.64"
"2012-11-23","6.757"
"2012-11-24","6.801"
"2012-11-25","6.802"
"2012-11-26","6.84"
"2012-11-27","7.438"
"2012-11-28","7.482"
"2012-11-29","7.55"
"2012-11-30","7.502"
"2012-12-01","7.472"
"2012-12-02","7.388"
"2012-12-03","7.509"
"2012-12-04","7.518"
"2012-12-05","7.55"
"2012-12-06","7.551"
"2012-12-07","7.603"
"2012-12-08","7.483"
"2012-12-09","7.474"
"2012-12-10","7.501"
"2012-12-11","7.573"
"2012-12-12","7.444"
"2012-12-13","7.559"
"2012-12-14","7.519"
"2012-12-15","7.452"
"2012-12-16","7.397"
"2012-12-17","7.37"
"2012-12-18","7.479"
"2012-12-19","7.469"
"2012-12-20","7.452"
"2012-12-21","7.477"
"2012-12-22","7.46"
"2012-12-23","7.497"
"2012-12-24","7.569"
"2012-12-25","7.727"
"2012-12-26","7.471"
"2012-12-27","7.465"
"2012-12-28","7.419"
"2012-12-29","7.385"
"2012-12-30","7.359"
"2012-12-31","7.272"
"2013-01-01","7.286"
"2013-01-02","7.189"
"2013-01-03","7.218"
"2013-01-04","7.269"
"2013-01-05","7.12"
"2013-01-06","7.12"
"2013-01-07","7.242"
"2013-01-08","7.284"
"2013-01-09","7.318"
"2013-01-10","7.319"
"2013-01-11","7.384"
"2013-01-12","7.205"
"2013-01-13","7.248"
"2013-01-14","7.352"
"2013-01-15","7.451"
"2013-01-16","7.494"
"2013-01-17","7.457"
"2013-01-18","7.427"
"2013-01-19","7.383"
"2013-01-20","7.316"
"2013-01-21","7.318"
"2013-01-22","7.447"
"2013-01-23","7.398"
"2013-01-24","7.486"
"2013-01-25","7.49"
"2013-01-26","7.541"
"2013-01-27","7.524"
"2013-01-28","7.594"
"2013-01-29","7.587"
"2013-01-30","7.504"
"2013-01-31","7.526"
"2013-02-01","7.536"
"2013-02-02","7.491"
"2013-02-03","7.536"
"2013-02-04","7.472"
"2013-02-05","7.517"
"2013-02-06","7.537"
"2013-02-07","7.508"
"2013-02-08","7.435"
"2013-02-09","7.416"
"2013-02-10","7.442"
"2013-02-11","7.393"
"2013-02-12","7.418"
"2013-02-13","7.399"
"2013-02-14","7.526"
"2013-02-15","7.493"
"2013-02-16","7.5"
"2013-02-17","7.507"
"2013-02-18","7.531"
"2013-02-19","7.522"
"2013-02-20","7.597"
"2013-02-21","7.659"
"2013-02-22","7.546"
"2013-02-23","7.468"
"2013-02-24","7.506"
"2013-02-25","7.576"
"2013-02-26","7.527"
"2013-02-27","7.557"
"2013-02-28","7.553"
"2013-03-01","7.63"
"2013-03-02","7.684"
"2013-03-03","7.524"
"2013-03-04","7.643"
"2013-03-05","7.642"
"2013-03-06","7.653"
"2013-03-07","7.641"
"2013-03-08","7.605"
"2013-03-09","7.601"
"2013-03-10","7.536"
"2013-03-11","7.58"
"2013-03-12","7.698"
"2013-03-13","7.641"
"2013-03-14","7.615"
"2013-03-15","7.572"
"2013-03-16","7.521"
"2013-03-17","7.587"
"2013-03-18","7.625"
"2013-03-19","7.576"
"2013-03-20","7.621"
"2013-03-21","7.578"
"2013-03-22","7.594"
"2013-03-23","7.563"
"2013-03-24","7.522"
"2013-03-25","7.491"
"2013-03-26","7.55"
"2013-03-27","7.623"
"2013-03-28","7.618"
"2013-03-29","7.672"
"2013-03-30","7.714"
"2013-03-31","7.613"
"2013-04-01","7.57"
"2013-04-02","7.687"
"2013-04-03","7.742"
"2013-04-04","7.787"
"2013-04-05","7.764"
"2013-04-06","7.749"
"2013-04-07","7.66"
"2013-04-08","7.72"
"2013-04-09","7.66"
"2013-04-10","7.704"
"2013-04-11","7.685"
"2013-04-12","7.67"
"2013-04-13","7.568"
"2013-04-14","7.585"
"2013-04-15","7.656"
"2013-04-16","7.53"
"2013-04-17","7.593"
"2013-04-18","7.759"
"2013-04-19","7.849"
"2013-04-20","7.815"
"2013-04-21","7.735"
"2013-04-22","7.651"
"2013-04-23","7.7"
"2013-04-24","7.67"
"2013-04-25","7.688"
"2013-04-26","7.677"
"2013-04-27","7.745"
"2013-04-28","7.582"
"2013-04-29","7.664"
"2013-04-30","7.687"
"2013-05-01","7.646"
"2013-05-02","7.653"
"2013-05-03","7.703"
"2013-05-04","7.665"
"2013-05-05","7.686"
"2013-05-06","7.702"
"2013-05-07","7.639"
"2013-05-08","7.744"
"2013-05-09","7.742"
"2013-05-10","7.571"
"2013-05-11","7.702"
"2013-05-12","7.663"
"2013-05-13","7.707"
"2013-05-14","7.719"
"2013-05-15","7.758"
"2013-05-16","7.849"
"2013-05-17","7.86"
"2013-05-18","7.752"
"2013-05-19","7.808"
"2013-05-20","7.735"
"2013-05-21","7.704"
"2013-05-22","7.861"
"2013-05-23","7.844"
"2013-05-24","7.854"
"2013-05-25","7.921"
"2013-05-26","7.909"
"2013-05-27","7.882"
"2013-05-28","7.805"
"2013-05-29","7.945"
"2013-05-30","7.878"
"2013-05-31","7.954"
"2013-06-01","7.683"
"2013-06-02","7.739"
"2013-06-03","7.8"
"2013-06-04","7.831"
"2013-06-05","7.713"
"2013-06-06","7.828"
"2013-06-07","7.779"
"2013-06-08","7.837"
"2013-06-09","7.848"
"2013-06-10","7.791"
"2013-06-11","7.755"
"2013-06-12","7.86"
"2013-06-13","7.763"
"2013-06-14","7.752"
"2013-06-15","7.828"
"2013-06-16","7.912"
"2013-06-17","7.848"
"2013-06-18","7.872"
"2013-06-19","8.088"
"2013-06-20","8.072"
"2013-06-21","8.092"
"2013-06-22","8.175"
"2013-06-23","8.142"
"2013-06-24","8.097"
"2013-06-25","8.14"
"2013-06-26","8.122"
"2013-06-27","8.137"
"2013-06-28","8.158"
"2013-06-29","8.038"
"2013-06-30","8.157"
"2013-07-01","7.999"
"2013-07-02","8.126"
"2013-07-03","8.178"
"2013-07-04","8.122"
"2013-07-05","8.174"
"2013-07-06","8.079"
"2013-07-07","8.226"
"2013-07-08","8.088"
"2013-07-09","8.006"
"2013-07-10","8.025"
"2013-07-11","8.056"
"2013-07-12","8.117"
"2013-07-13","8.092"
"2013-07-14","8.242"
"2013-07-15","8.206"
"2013-07-16","8.186"
"2013-07-17","8.204"
"2013-07-18","8.244"
"2013-07-19","8.294"
"2013-07-20","8.341"
"2013-07-21","8.267"
"2013-07-22","8.289"
"2013-07-23","8.172"
"2013-07-24","8.182"
"2013-07-25","8.226"
"2013-07-26","8.283"
"2013-07-27","8.199"
"2013-07-28","8.193"
"2013-07-29","8.17"
"2013-07-30","8.418"
"2013-07-31","8.432"
"2013-08-01","8.2"
"2013-08-02","8.25"
"2013-08-03","8.232"
"2013-08-04","8.275"
"2013-08-05","8.317"
"2013-08-06","8.313"
"2013-08-07","8.397"
"2013-08-08","8.411"
"2013-08-09","8.44"
"2013-08-10","8.442"
"2013-08-11","8.448"
"2013-08-12","8.52"
"2013-08-13","8.492"
"2013-08-14","8.541"
"2013-08-15","8.681"
"2013-08-16","8.744"
"2013-08-17","8.659"
"2013-08-18","8.628"
"2013-08-19","8.606"
"2013-08-20","8.66"
"2013-08-21","8.737"
"2013-08-22","8.655"
"2013-08-23","8.651"
"2013-08-24","8.511"
"2013-08-25","8.729"
"2013-08-26","8.721"
"2013-08-27","8.786"
"2013-08-28","8.737"
"2013-08-29","8.723"
"2013-08-30","8.823"
"2013-08-31","8.74"
"2013-09-01","8.391"
"2013-09-02","8.326"
"2013-09-03","8.449"
"2013-09-04","8.586"
"2013-09-05","8.633"
"2013-09-06","8.7"
"2013-09-07","8.672"
"2013-09-08","8.659"
"2013-09-09","8.711"
"2013-09-10","8.729"
"2013-09-11","8.684"
"2013-09-12","8.768"
"2013-09-13","8.716"
"2013-09-14","8.696"
"2013-09-15","8.677"
"2013-09-16","8.782"
"2013-09-17","8.925"
"2013-09-18","8.849"
"2013-09-19","9.109"
"2013-09-20","9.332"
"2013-09-21","9.343"
"2013-09-22","9.376"
"2013-09-23","9.47"
"2013-09-24","9.488"
"2013-09-25","9.614"
"2013-09-26","9.682"
"2013-09-27","9.76"
"2013-09-28","9.66"
"2013-09-29","9.588"
"2013-09-30","9.628"
"2013-10-01","9.551"
"2013-10-02","9.689"
"2013-10-03","9.668"
"2013-10-04","9.705"
"2013-10-05","9.676"
"2013-10-06","9.703"
"2013-10-07","9.565"
"2013-10-08","9.872"
"2013-10-09","9.77"
"2013-10-10","9.739"
"2013-10-11","9.734"
"2013-10-12","9.717"
"2013-10-13","9.684"
"2013-10-14","9.709"
"2013-10-15","9.833"
"2013-10-16","9.847"
"2013-10-17","9.888"
"2013-10-18","9.955"
"2013-10-19","9.873"
"2013-10-20","9.936"
"2013-10-21","9.931"
"2013-10-22","9.948"
"2013-10-23","9.893"
"2013-10-24","9.857"
"2013-10-25","9.753"
"2013-10-26","9.666"
"2013-10-27","9.641"
"2013-10-28","9.705"
"2013-10-29","9.829"
"2013-10-30","9.836"
"2013-10-31","9.979"
"2013-11-01","10.092"
"2013-11-02","9.999"
"2013-11-03","9.986"
"2013-11-04","9.922"
"2013-11-05","10.053"
"2013-11-06","10.169"
"2013-11-07","10.177"
"2013-11-08","10.115"
"2013-11-09","10.167"
"2013-11-10","10.1"
"2013-11-11","10.155"
"2013-11-12","10.07"
"2013-11-13","10.19"
"2013-11-14","10.15"
"2013-11-15","10.282"
"2013-11-16","10.158"
"2013-11-17","10.137"
"2013-11-18","10.162"
"2013-11-19","10.303"
"2013-11-20","10.246"
"2013-11-21","10.203"
"2013-11-22","10.139"
"2013-11-23","10.291"
"2013-11-24","10.207"
"2013-11-25","10.336"
"2013-11-26","10.293"
"2013-11-27","10.339"
"2013-11-28","10.292"
"2013-11-29","10.297"
"2013-11-30","10.37"
"2013-12-01","10.233"
"2013-12-02","10.193"
"2013-12-03","10.141"
"2013-12-04","10.258"
"2013-12-05","10.265"
"2013-12-06","10.155"
"2013-12-07","10.092"
"2013-12-08","10.048"
"2013-12-09","10.219"
"2013-12-10","10.197"
"2013-12-11","10.153"
"2013-12-12","10.268"
"2013-12-13","10.144"
"2013-12-14","10.157"
"2013-12-15","10.098"
"2013-12-16","10.149"
