"dtime per day","Average speed (Mbps)"
"2011-04-04","2.16"
"2011-04-05","2.136"
"2011-04-06","2.157"
"2011-04-07","2.144"
"2011-04-08","2.154"
"2011-04-09","2.15"
"2011-04-10","2.156"
"2011-04-11","2.158"
"2011-04-12","2.168"
"2011-04-13","2.162"
"2011-04-14","2.176"
"2011-04-15","2.188"
"2011-04-16","2.176"
"2011-04-17","2.16"
"2011-04-18","2.149"
"2011-04-19","2.177"
"2011-04-20","2.182"
"2011-04-21","2.181"
"2011-04-22","2.204"
"2011-04-23","2.225"
"2011-04-24","2.246"
"2011-04-25","2.211"
"2011-04-26","2.227"
"2011-04-27","2.237"
"2011-04-28","2.226"
"2011-04-29","2.238"
"2011-04-30","2.248"
"2011-05-01","2.248"
"2011-05-02","2.232"
"2011-05-03","2.247"
"2011-05-04","2.251"
"2011-05-05","2.249"
"2011-05-06","2.246"
"2011-05-07","2.232"
"2011-05-08","2.238"
"2011-05-09","2.225"
"2011-05-10","2.213"
"2011-05-11","2.209"
"2011-05-12","2.298"
"2011-05-13","2.354"
"2011-05-14","2.333"
"2011-05-15","2.238"
"2011-05-16","2.224"
"2011-05-17","2.246"
"2011-05-18","2.258"
"2011-05-19","2.262"
"2011-05-20","2.231"
"2011-05-21","2.273"
"2011-05-22","2.292"
"2011-05-23","2.28"
"2011-05-24","2.303"
"2011-05-25","2.29"
"2011-05-26","2.293"
"2011-05-27","2.293"
"2011-05-28","2.294"
"2011-05-29","2.282"
"2011-05-30","2.289"
"2011-05-31","2.293"
"2011-06-01","2.286"
"2011-06-02","2.291"
"2011-06-03","2.288"
"2011-06-04","2.301"
"2011-06-05","2.307"
"2011-06-06","2.304"
"2011-06-07","2.268"
"2011-06-08","2.276"
"2011-06-09","2.279"
"2011-06-10","2.291"
"2011-06-11","2.29"
"2011-06-12","2.295"
"2011-06-13","2.296"
"2011-06-14","2.3"
"2011-06-15","2.307"
"2011-06-16","2.297"
"2011-06-17","2.317"
"2011-06-18","2.298"
"2011-06-19","2.288"
"2011-06-20","2.306"
"2011-06-21","2.299"
"2011-06-22","2.299"
"2011-06-23","2.29"
"2011-06-24","2.308"
"2011-06-25","2.317"
"2011-06-26","2.32"
"2011-06-27","2.309"
"2011-06-28","2.311"
"2011-06-29","2.306"
"2011-06-30","2.306"
"2011-07-01","2.279"
"2011-07-02","2.282"
"2011-07-03","2.286"
"2011-07-04","2.293"
"2011-07-05","2.297"
"2011-07-06","2.302"
"2011-07-07","2.318"
"2011-07-08","2.318"
"2011-07-09","2.318"
"2011-07-10","2.3"
"2011-07-11","2.313"
"2011-07-12","2.333"
"2011-07-13","2.33"
"2011-07-14","2.334"
"2011-07-15","2.333"
"2011-07-16","2.329"
"2011-07-17","2.315"
"2011-07-18","2.337"
"2011-07-19","2.335"
"2011-07-20","2.329"
"2011-07-21","2.313"
"2011-07-22","2.298"
"2011-07-23","2.312"
"2011-07-24","2.313"
"2011-07-25","2.322"
"2011-07-26","2.321"
"2011-07-27","2.305"
"2011-07-28","2.305"
"2011-07-29","2.304"
"2011-07-30","2.303"
"2011-07-31","2.311"
"2011-08-01","2.3"
"2011-08-02","2.301"
"2011-08-03","2.295"
"2011-08-04","2.284"
"2011-08-05","2.288"
"2011-08-06","2.298"
"2011-08-07","2.277"
"2011-08-08","2.267"
"2011-08-09","2.265"
"2011-08-10","2.28"
"2011-08-11","2.282"
"2011-08-12","2.288"
"2011-08-13","2.288"
"2011-08-14","2.274"
"2011-08-15","2.292"
"2011-08-16","2.307"
"2011-08-17","2.306"
"2011-08-18","2.315"
"2011-08-19","2.319"
"2011-08-20","2.318"
"2011-08-21","2.352"
"2011-08-22","2.348"
"2011-08-23","2.337"
"2011-08-24","2.35"
"2011-08-25","2.34"
"2011-08-26","2.331"
"2011-08-27","2.319"
"2011-08-28","2.268"
"2011-08-29","2.29"
"2011-08-30","2.297"
"2011-08-31","2.314"
"2011-09-01","2.323"
"2011-09-02","2.33"
"2011-09-03","2.348"
"2011-09-04","2.336"
"2011-09-05","2.339"
"2011-09-06","2.338"
"2011-09-07","2.334"
"2011-09-08","2.337"
"2011-09-09","2.328"
"2011-09-10","2.332"
"2011-09-11","2.311"
"2011-09-12","2.307"
"2011-09-13","2.321"
"2011-09-14","2.309"
"2011-09-15","2.307"
"2011-09-16","2.311"
"2011-09-17","2.313"
"2011-09-18","2.317"
"2011-09-19","2.315"
"2011-09-20","2.328"
"2011-09-21","2.315"
"2011-09-22","2.306"
"2011-09-23","2.309"
"2011-09-24","2.305"
"2011-09-25","2.305"
"2011-09-26","2.301"
"2011-09-27","2.305"
"2011-09-28","2.302"
"2011-09-29","2.323"
"2011-09-30","2.324"
"2011-10-01","2.325"
"2011-10-02","2.325"
"2011-10-03","2.338"
"2011-10-04","2.335"
"2011-10-05","2.334"
"2011-10-06","2.345"
"2011-10-07","2.338"
"2011-10-08","2.347"
"2011-10-09","2.365"
"2011-10-10","2.342"
"2011-10-11","2.348"
"2011-10-12","2.342"
"2011-10-13","2.357"
"2011-10-14","2.355"
"2011-10-15","2.355"
"2011-10-16","2.36"
"2011-10-17","2.359"
"2011-10-18","2.347"
"2011-10-19","2.36"
"2011-10-20","2.356"
"2011-10-21","2.359"
"2011-10-22","2.364"
"2011-10-23","2.367"
"2011-10-24","2.367"
"2011-10-25","2.371"
"2011-10-26","2.374"
"2011-10-27","2.367"
"2011-10-28","2.371"
"2011-10-29","2.355"
"2011-10-30","2.327"
"2011-10-31","2.33"
"2011-11-01","2.373"
"2011-11-02","2.373"
"2011-11-03","2.378"
"2011-11-04","2.396"
"2011-11-05","2.393"
"2011-11-06","2.409"
"2011-11-07","2.392"
"2011-11-08","2.391"
"2011-11-09","2.369"
"2011-11-10","2.366"
"2011-11-11","2.371"
"2011-11-12","2.439"
"2011-11-13","2.385"
"2011-11-14","2.377"
"2011-11-15","2.391"
"2011-11-16","2.4"
"2011-11-17","2.426"
"2011-11-18","2.431"
"2011-11-19","2.442"
"2011-11-20","2.451"
"2011-11-21","2.455"
"2011-11-22","2.455"
"2011-11-23","2.481"
"2011-11-24","2.503"
"2011-11-25","2.491"
"2011-11-26","2.494"
"2011-11-27","2.49"
"2011-11-28","2.494"
"2011-11-29","2.504"
"2011-11-30","2.51"
"2011-12-01","2.524"
"2011-12-02","2.539"
"2011-12-03","2.548"
"2011-12-04","2.553"
"2011-12-05","2.551"
"2011-12-06","2.576"
"2011-12-07","2.577"
"2011-12-08","2.589"
"2011-12-09","2.587"
"2011-12-10","2.608"
"2011-12-11","2.607"
"2011-12-12","2.602"
"2011-12-13","2.619"
"2011-12-14","2.62"
"2011-12-15","2.63"
"2011-12-16","2.63"
"2011-12-17","2.637"
"2011-12-18","2.633"
"2011-12-19","2.634"
"2011-12-20","2.637"
"2011-12-21","2.637"
"2011-12-22","2.644"
"2011-12-23","2.652"
"2011-12-24","2.654"
"2011-12-25","2.656"
"2011-12-26","2.661"
"2011-12-27","2.657"
"2011-12-28","2.645"
"2011-12-29","2.645"
"2011-12-30","2.642"
"2011-12-31","2.651"
"2012-01-01","2.613"
"2012-01-02","2.611"
"2012-01-03","2.611"
"2012-01-04","2.612"
"2012-01-05","2.63"
"2012-01-06","2.643"
"2012-01-07","2.643"
"2012-01-08","2.638"
"2012-01-09","2.631"
"2012-01-10","2.634"
"2012-01-11","2.629"
"2012-01-12","2.633"
"2012-01-13","2.632"
"2012-01-14","2.639"
"2012-01-15","2.641"
"2012-01-16","2.627"
"2012-01-17","2.647"
"2012-01-18","2.641"
"2012-01-19","2.633"
"2012-01-20","2.633"
"2012-01-21","2.653"
"2012-01-22","2.646"
"2012-01-23","2.649"
"2012-01-24","2.646"
"2012-01-25","2.649"
"2012-01-26","2.659"
"2012-01-27","2.669"
"2012-01-28","2.674"
"2012-01-29","2.688"
"2012-01-30","2.692"
"2012-01-31","2.681"
"2012-02-01","2.723"
"2012-02-02","2.726"
"2012-02-03","2.719"
"2012-02-04","2.716"
"2012-02-05","2.717"
"2012-02-06","2.708"
"2012-02-07","2.709"
"2012-02-08","2.695"
"2012-02-09","2.695"
"2012-02-10","2.686"
"2012-02-11","2.686"
"2012-02-12","2.674"
"2012-02-13","2.685"
"2012-02-14","2.695"
"2012-02-15","2.683"
"2012-02-16","2.691"
"2012-02-17","2.691"
"2012-02-18","2.703"
"2012-02-19","2.702"
"2012-02-20","2.708"
"2012-02-21","2.715"
"2012-02-22","2.721"
"2012-02-23","2.725"
"2012-02-24","2.73"
"2012-02-25","2.732"
"2012-02-26","2.737"
"2012-02-27","2.73"
"2012-02-28","2.727"
"2012-02-29","2.746"
"2012-03-01","2.755"
"2012-03-02","2.757"
"2012-03-03","2.758"
"2012-03-04","2.753"
"2012-03-05","2.753"
"2012-03-06","2.753"
"2012-03-07","2.752"
"2012-03-08","2.745"
"2012-03-09","2.745"
"2012-03-10","2.756"
"2012-03-11","2.767"
"2012-03-12","2.751"
"2012-03-13","2.751"
"2012-03-14","2.753"
"2012-03-15","2.744"
"2012-03-16","2.754"
"2012-03-17","2.757"
"2012-03-18","2.765"
"2012-03-19","2.744"
"2012-03-20","2.74"
"2012-03-21","2.747"
"2012-03-22","2.746"
"2012-03-23","2.75"
"2012-03-24","2.756"
"2012-03-25","2.764"
"2012-03-26","2.747"
"2012-03-27","2.754"
"2012-03-28","2.75"
"2012-03-29","2.755"
"2012-03-30","2.75"
"2012-03-31","2.753"
"2012-04-01","2.745"
"2012-04-02","2.756"
"2012-04-03","2.753"
"2012-04-04","2.758"
"2012-04-05","2.772"
"2012-04-06","2.76"
"2012-04-07","2.771"
"2012-04-08","2.766"
"2012-04-09","2.765"
"2012-04-10","2.765"
"2012-04-11","2.764"
"2012-04-12","2.771"
"2012-04-13","2.785"
"2012-04-14","2.805"
"2012-04-15","2.807"
"2012-04-16","2.812"
"2012-04-17","2.82"
"2012-04-18","2.811"
"2012-04-19","2.808"
"2012-04-20","2.799"
"2012-04-21","2.808"
"2012-04-22","2.802"
"2012-04-23","2.809"
"2012-04-24","2.814"
"2012-04-25","2.816"
"2012-04-26","2.812"
"2012-04-27","2.799"
"2012-04-28","2.813"
"2012-04-29","2.821"
"2012-04-30","2.8"
"2012-05-01","2.807"
"2012-05-02","2.818"
"2012-05-03","2.824"
"2012-05-04","2.835"
"2012-05-05","2.842"
"2012-05-06","2.846"
"2012-05-07","2.856"
"2012-05-08","2.849"
"2012-05-09","2.846"
"2012-05-10","2.839"
"2012-05-11","2.834"
"2012-05-12","2.84"
"2012-05-13","2.827"
"2012-05-14","2.823"
"2012-05-15","2.838"
"2012-05-16","2.844"
"2012-05-17","2.848"
"2012-05-18","2.85"
"2012-05-19","2.859"
"2012-05-20","2.872"
"2012-05-21","2.846"
"2012-05-22","2.86"
"2012-05-23","2.848"
"2012-05-24","2.848"
"2012-05-25","2.855"
"2012-05-26","2.851"
"2012-05-27","2.852"
"2012-05-28","2.845"
"2012-05-29","2.851"
"2012-05-30","2.864"
"2012-05-31","2.865"
"2012-06-01","2.861"
"2012-06-02","2.861"
"2012-06-03","2.871"
"2012-06-04","2.871"
"2012-06-05","2.86"
"2012-06-06","2.867"
"2012-06-07","2.87"
"2012-06-08","2.85"
"2012-06-09","2.846"
"2012-06-10","2.861"
"2012-06-11","2.869"
"2012-06-12","2.863"
"2012-06-13","2.863"
"2012-06-14","2.851"
"2012-06-15","2.869"
"2012-06-16","2.867"
"2012-06-17","2.881"
"2012-06-18","2.862"
"2012-06-19","2.866"
"2012-06-20","2.854"
"2012-06-21","2.848"
"2012-06-22","2.86"
"2012-06-23","2.867"
"2012-06-24","2.867"
"2012-06-25","2.86"
"2012-06-26","2.852"
"2012-06-27","2.834"
"2012-06-28","2.83"
"2012-06-29","2.847"
"2012-06-30","2.869"
"2012-07-01","2.864"
"2012-07-02","2.858"
"2012-07-03","2.857"
"2012-07-04","2.853"
"2012-07-05","2.857"
"2012-07-06","2.855"
"2012-07-07","2.849"
"2012-07-08","2.848"
"2012-07-09","2.857"
"2012-07-10","2.855"
"2012-07-11","2.844"
"2012-07-12","2.876"
"2012-07-13","2.852"
"2012-07-14","2.874"
"2012-07-15","2.864"
"2012-07-16","2.854"
"2012-07-17","2.847"
"2012-07-18","2.836"
"2012-07-19","2.849"
"2012-07-20","2.869"
"2012-07-21","2.867"
"2012-07-22","2.867"
"2012-07-23","2.854"
"2012-07-24","2.864"
"2012-07-25","2.86"
"2012-07-26","2.867"
"2012-07-27","2.872"
"2012-07-28","2.892"
"2012-07-29","2.9"
"2012-07-30","2.894"
"2012-07-31","2.897"
"2012-08-01","2.893"
"2012-08-02","2.898"
"2012-08-03","2.912"
"2012-08-04","2.938"
"2012-08-05","2.932"
"2012-08-06","2.955"
"2012-08-07","3.048"
"2012-08-08","3.005"
"2012-08-09","3.004"
"2012-08-10","2.937"
"2012-08-11","2.946"
"2012-08-12","2.971"
"2012-08-13","2.944"
"2012-08-14","2.956"
"2012-08-15","2.958"
"2012-08-16","2.956"
"2012-08-17","2.943"
"2012-08-18","2.934"
"2012-08-19","2.871"
"2012-08-20","2.848"
"2012-08-21","2.917"
"2012-08-22","2.925"
"2012-08-23","2.934"
"2012-08-24","2.946"
"2012-08-25","2.967"
"2012-08-26","2.968"
"2012-08-27","2.965"
"2012-08-28","2.959"
"2012-08-29","2.962"
"2012-08-30","2.979"
"2012-08-31","2.993"
"2012-09-01","3.013"
"2012-09-02","3.02"
"2012-09-03","3.013"
"2012-09-04","2.998"
"2012-09-05","3.004"
"2012-09-06","2.999"
"2012-09-07","3.005"
"2012-09-08","2.987"
"2012-09-09","2.978"
"2012-09-10","2.982"
"2012-09-11","2.984"
"2012-09-12","2.985"
"2012-09-13",3
"2012-09-14","2.996"
"2012-09-15","3.017"
"2012-09-16","3.022"
"2012-09-17","2.99"
"2012-09-18","2.969"
"2012-09-19","2.969"
"2012-09-20","2.992"
"2012-09-21","3.002"
"2012-09-22","3.01"
"2012-09-23","2.992"
"2012-09-24","2.977"
"2012-09-25","2.986"
"2012-09-26","2.983"
"2012-09-27","2.995"
"2012-09-28","2.997"
"2012-09-29","3.013"
"2012-09-30","3.144"
"2012-10-01","3.037"
"2012-10-02","2.985"
"2012-10-03","3.018"
"2012-10-04","3.022"
"2012-10-05","3.029"
"2012-10-06","3.025"
"2012-10-07","3.014"
"2012-10-08","3.005"
"2012-10-09","3.019"
"2012-10-10","3.008"
"2012-10-11","3.003"
"2012-10-12","3.023"
"2012-10-13","3.027"
"2012-10-14","3.031"
"2012-10-15","3.03"
"2012-10-16","3.02"
"2012-10-17","3.016"
"2012-10-18","3.019"
"2012-10-19","3.004"
"2012-10-20","3.032"
"2012-10-21","3.021"
"2012-10-22","3.028"
"2012-10-23","3.023"
"2012-10-24","3.021"
"2012-10-25","3.043"
"2012-10-26","3.047"
"2012-10-27","3.046"
"2012-10-28","3.039"
"2012-10-29","2.998"
"2012-10-30","2.91"
"2012-10-31","2.945"
"2012-11-01","2.938"
"2012-11-02","2.954"
"2012-11-03","2.973"
"2012-11-04","3.003"
"2012-11-05","2.992"
"2012-11-06","2.978"
"2012-11-07","3.008"
"2012-11-08","3.015"
"2012-11-09","3.01"
"2012-11-10","3.016"
"2012-11-11","3.027"
"2012-11-12","3.024"
"2012-11-13","3.007"
"2012-11-14","3.009"
"2012-11-15","3.014"
"2012-11-16","3.025"
"2012-11-17","3.042"
"2012-11-18","3.041"
"2012-11-19","3.018"
"2012-11-20","3.019"
"2012-11-21","3.021"
"2012-11-22","3.038"
"2012-11-23","3.041"
"2012-11-24","3.028"
"2012-11-25","3.024"
"2012-11-26","3.027"
"2012-11-27","3.014"
"2012-11-28","3.013"
"2012-11-29","3.012"
"2012-11-30","3.028"
"2012-12-01","3.041"
"2012-12-02","3.046"
"2012-12-03","3.042"
"2012-12-04","3.028"
"2012-12-05","3.038"
"2012-12-06","3.012"
"2012-12-07","3.029"
"2012-12-08","3.035"
"2012-12-09","3.045"
"2012-12-10","3.05"
"2012-12-11","3.011"
"2012-12-12","3.01"
"2012-12-13","3.029"
"2012-12-14","3.041"
"2012-12-15","3.04"
"2012-12-16","3.048"
"2012-12-17","3.048"
"2012-12-18","3.027"
"2012-12-19","3.038"
"2012-12-20","3.043"
"2012-12-21","3.05"
"2012-12-22","3.049"
"2012-12-23","3.044"
"2012-12-24","3.058"
"2012-12-25","3.053"
"2012-12-26","3.047"
"2012-12-27","3.053"
"2012-12-28","3.05"
"2012-12-29","3.04"
"2012-12-30","3.026"
"2012-12-31","3.046"
"2013-01-01","3.056"
"2013-01-02","3.013"
"2013-01-03","2.997"
"2013-01-04","2.994"
"2013-01-05",3
"2013-01-06","3.004"
"2013-01-07",3
"2013-01-08","2.988"
"2013-01-09","2.994"
"2013-01-10","2.982"
"2013-01-11","2.99"
"2013-01-12","2.981"
"2013-01-13","2.99"
"2013-01-14","2.978"
"2013-01-15","2.968"
"2013-01-16","2.969"
"2013-01-17","2.974"
"2013-01-18","2.981"
"2013-01-19","2.984"
"2013-01-20","2.994"
"2013-01-21","2.952"
"2013-01-22","2.965"
"2013-01-23","2.982"
"2013-01-24","2.989"
"2013-01-25","2.98"
"2013-01-26","3.008"
"2013-01-27","3.015"
"2013-01-28","2.995"
"2013-01-29","3.016"
"2013-01-30","3.034"
"2013-01-31","3.069"
"2013-02-01","3.111"
"2013-02-02","3.127"
"2013-02-03","3.143"
"2013-02-04","3.115"
"2013-02-05","3.125"
"2013-02-06","3.121"
"2013-02-07","3.133"
"2013-02-08","3.134"
"2013-02-09","3.139"
"2013-02-10","3.149"
"2013-02-11","3.141"
"2013-02-12","3.156"
"2013-02-13","3.145"
"2013-02-14","3.148"
"2013-02-15","3.144"
"2013-02-16","3.141"
"2013-02-17","3.138"
"2013-02-18","3.148"
"2013-02-19","3.153"
"2013-02-20","3.151"
"2013-02-21","3.136"
"2013-02-22","3.141"
"2013-02-23","3.15"
"2013-02-24","3.144"
"2013-02-25","3.139"
"2013-02-26","3.132"
"2013-02-27","3.154"
"2013-02-28","3.156"
"2013-03-01","3.15"
"2013-03-02","3.147"
"2013-03-03","3.151"
"2013-03-04","3.183"
"2013-03-05","3.232"
"2013-03-06","3.258"
"2013-03-07","3.26"
"2013-03-08","3.272"
"2013-03-09","3.278"
"2013-03-10","3.266"
"2013-03-11","3.239"
"2013-03-12","3.2"
"2013-03-13","3.195"
"2013-03-14","3.205"
"2013-03-15","3.194"
"2013-03-16","3.213"
"2013-03-17","3.214"
"2013-03-18","3.227"
"2013-03-19","3.232"
"2013-03-20","3.236"
"2013-03-21","3.237"
"2013-03-22","3.258"
"2013-03-23","3.242"
"2013-03-24","3.271"
"2013-03-25","3.266"
"2013-03-26","3.272"
"2013-03-27","3.3"
"2013-03-28","3.319"
"2013-03-29","3.366"
"2013-03-30","3.434"
"2013-03-31","3.455"
"2013-04-01","3.436"
"2013-04-02","3.421"
"2013-04-03","3.431"
"2013-04-04","3.394"
"2013-04-05","3.414"
"2013-04-06","3.406"
"2013-04-07","3.381"
"2013-04-08","3.41"
"2013-04-09","3.477"
"2013-04-10","3.503"
"2013-04-11","3.514"
"2013-04-12","3.531"
"2013-04-13","3.538"
"2013-04-14","3.552"
"2013-04-15","3.54"
"2013-04-16","3.57"
"2013-04-17","3.59"
"2013-04-18","3.607"
"2013-04-19","3.589"
"2013-04-20","3.596"
"2013-04-21","3.599"
"2013-04-22","3.633"
"2013-04-23","3.629"
"2013-04-24","3.641"
"2013-04-25","3.638"
"2013-04-26","3.676"
"2013-04-27","3.672"
"2013-04-28","3.692"
"2013-04-29","3.696"
"2013-04-30","3.703"
"2013-05-01","3.717"
"2013-05-02","3.71"
"2013-05-03","3.68"
"2013-05-04","3.753"
"2013-05-05","3.755"
"2013-05-06","3.745"
"2013-05-07","3.726"
"2013-05-08","3.703"
"2013-05-09","3.713"
"2013-05-10","3.747"
"2013-05-11","3.737"
"2013-05-12","3.739"
"2013-05-13","3.741"
"2013-05-14","3.739"
"2013-05-15","3.748"
"2013-05-16","3.783"
"2013-05-17","3.84"
"2013-05-18","3.843"
"2013-05-19","3.839"
"2013-05-20","3.825"
"2013-05-21","3.835"
"2013-05-22","3.837"
"2013-05-23","3.853"
"2013-05-24","3.844"
"2013-05-25","3.856"
"2013-05-26","3.852"
"2013-05-27","3.865"
"2013-05-28","3.848"
"2013-05-29","3.843"
"2013-05-30","3.836"
"2013-05-31","3.843"
"2013-06-01","3.833"
"2013-06-02","3.801"
"2013-06-03","3.823"
"2013-06-04","3.863"
"2013-06-05","3.886"
"2013-06-06","3.876"
"2013-06-07","3.899"
"2013-06-08","3.879"
"2013-06-09","3.887"
"2013-06-10","3.885"
"2013-06-11","3.876"
"2013-06-12","3.902"
"2013-06-13","3.905"
"2013-06-14","3.929"
"2013-06-15","3.915"
"2013-06-16","3.921"
"2013-06-17","3.923"
"2013-06-18","3.924"
"2013-06-19","3.968"
"2013-06-20","3.958"
"2013-06-21","3.941"
"2013-06-22","3.936"
"2013-06-23","3.959"
"2013-06-24","3.973"
"2013-06-25","3.992"
"2013-06-26","3.976"
"2013-06-27","3.993"
"2013-06-28","3.993"
"2013-06-29","3.996"
"2013-06-30","3.998"
"2013-07-01","3.951"
"2013-07-02","3.993"
"2013-07-03","4.001"
"2013-07-04","4.003"
"2013-07-05","4.019"
"2013-07-06","4.012"
"2013-07-07","4.026"
"2013-07-08","4.041"
"2013-07-09","4.04"
"2013-07-10","4.038"
"2013-07-11","4.071"
"2013-07-12","4.141"
"2013-07-13","4.22"
"2013-07-14","4.332"
"2013-07-15","4.361"
"2013-07-16","4.422"
"2013-07-17","4.471"
"2013-07-18","4.464"
"2013-07-19","4.509"
"2013-07-20","4.502"
"2013-07-21","4.537"
"2013-07-22","4.48"
"2013-07-23","4.471"
"2013-07-24","4.449"
"2013-07-25","4.505"
"2013-07-26","4.493"
"2013-07-27","4.563"
"2013-07-28","4.527"
"2013-07-29","4.496"
"2013-07-30","4.49"
"2013-07-31","4.533"
"2013-08-01","4.505"
"2013-08-02","4.519"
"2013-08-03","4.531"
"2013-08-04","4.518"
"2013-08-05","4.463"
"2013-08-06","4.521"
"2013-08-07","4.53"
"2013-08-08","4.571"
"2013-08-09","4.606"
"2013-08-10","4.573"
"2013-08-11","4.567"
"2013-08-12","4.551"
"2013-08-13","4.603"
"2013-08-14","4.648"
"2013-08-15","4.618"
"2013-08-16","4.639"
"2013-08-17","4.666"
"2013-08-18","4.653"
"2013-08-19","4.634"
"2013-08-20","4.669"
"2013-08-21","4.631"
"2013-08-22","4.662"
"2013-08-23","4.644"
"2013-08-24","4.649"
"2013-08-25","4.635"
"2013-08-26","4.623"
"2013-08-27","4.65"
"2013-08-28","4.63"
"2013-08-29","4.681"
"2013-08-30","4.74"
"2013-08-31","4.793"
"2013-09-01","4.803"
"2013-09-02","4.838"
"2013-09-03","4.814"
"2013-09-04","4.755"
"2013-09-05","4.754"
"2013-09-06","4.772"
"2013-09-07","4.831"
"2013-09-08","4.862"
"2013-09-09","4.895"
"2013-09-10","4.915"
"2013-09-11","4.942"
"2013-09-12","4.975"
"2013-09-13","4.982"
"2013-09-14","4.936"
"2013-09-15","4.921"
"2013-09-16","4.926"
"2013-09-17","4.909"
"2013-09-18","4.879"
"2013-09-19","4.905"
"2013-09-20","4.921"
"2013-09-21","4.914"
"2013-09-22","4.929"
"2013-09-23","4.917"
"2013-09-24","4.911"
"2013-09-25","4.929"
"2013-09-26","4.953"
"2013-09-27","4.94"
"2013-09-28","4.978"
"2013-09-29","4.952"
"2013-09-30","4.959"
"2013-10-01","4.945"
"2013-10-02","4.938"
"2013-10-03","4.962"
"2013-10-04","4.971"
"2013-10-05","4.966"
"2013-10-06","4.995"
"2013-10-07","4.986"
"2013-10-08","5.012"
"2013-10-09","5.063"
"2013-10-10","5.015"
"2013-10-11","4.978"
"2013-10-12",5
"2013-10-13","4.988"
"2013-10-14","5.001"
"2013-10-15","5.038"
"2013-10-16","5.053"
"2013-10-17","5.103"
"2013-10-18","5.1"
"2013-10-19","5.081"
"2013-10-20","5.096"
"2013-10-21","5.108"
"2013-10-22","5.096"
"2013-10-23","5.094"
"2013-10-24","5.13"
"2013-10-25","5.087"
"2013-10-26","5.18"
"2013-10-27","5.167"
"2013-10-28","5.194"
"2013-10-29","5.171"
"2013-10-30","5.162"
"2013-10-31","5.147"
"2013-11-01","5.161"
"2013-11-02","5.187"
"2013-11-03","5.198"
"2013-11-04","5.158"
"2013-11-05","5.156"
"2013-11-06","5.145"
"2013-11-07","5.147"
"2013-11-08","5.128"
"2013-11-09","5.095"
"2013-11-10","5.113"
"2013-11-11","5.091"
"2013-11-12","5.08"
"2013-11-13","5.106"
"2013-11-14","5.109"
"2013-11-15","5.136"
"2013-11-16","5.147"
"2013-11-17","5.181"
"2013-11-18","5.127"
"2013-11-19","5.156"
"2013-11-20","5.147"
"2013-11-21","5.172"
"2013-11-22","5.208"
"2013-11-23","5.18"
"2013-11-24","5.157"
"2013-11-25","5.193"
"2013-11-26","5.211"
"2013-11-27","5.218"
"2013-11-28","5.216"
"2013-11-29","5.245"
"2013-11-30","5.237"
"2013-12-01","5.251"
"2013-12-02","5.23"
"2013-12-03","5.254"
"2013-12-04","5.265"
"2013-12-05","5.247"
"2013-12-06","5.295"
"2013-12-07","5.284"
"2013-12-08","5.225"
"2013-12-09","5.223"
"2013-12-10","5.289"
"2013-12-11","5.273"
"2013-12-12","5.237"
"2013-12-13","5.268"
"2013-12-14","5.239"
"2013-12-15","5.275"
"2013-12-16","5.27"
"2013-12-17","5.26"
