"dtime per month","Average latency (ms)"
"2011-01-01",null
"2011-02-01","328.429"
"2011-03-01","336.493"
"2011-04-01","344.062"
"2011-05-01","350.156"
"2011-06-01","357.454"
"2011-07-01","342.8"
"2011-08-01","331.964"
"2011-09-01","326.131"
"2011-10-01","329.959"
"2011-11-01","333.267"
"2011-12-01","340.196"
"2012-01-01","374.545"
"2012-02-01","377.831"
"2012-03-01","380.167"
"2012-04-01","344.792"
"2012-05-01","342.408"
"2012-06-01","344.851"
"2012-07-01","342.489"
"2012-08-01","344.053"
"2012-09-01","347.102"
"2012-10-01","347.709"
"2012-11-01","347.941"
"2012-12-01","341.015"
"2013-01-01","349.996"
"2013-02-01","348.543"
"2013-03-01","344.05"
"2013-04-01","328.578"
"2013-05-01","311.983"
"2013-06-01","310.245"
"2013-07-01","306.712"
"2013-08-01","310.647"
"2013-09-01","306.776"
"2013-10-01","300.921"
"2013-11-01","295.896"
"2013-12-01","291.361"
"2014-01-01","293.235"
"2014-02-01","295.953"
"2014-03-01","288.963"
"2014-04-01","289.449"
"2014-05-01","288.97"
"2014-06-01","295.09"
"2014-07-01","295.744"
"2014-08-01","295.122"
"2014-09-01","309.788"
"2014-10-01","311.515"
"2014-11-01","314.756"
"2014-12-01","313.209"
"2015-01-01","328.645"
"2015-02-01","328.94"
"2015-03-01","329.655"
"2015-04-01","337.764"
"2015-05-01","365.842"
"2015-06-01","355.691"
"2015-07-01","311.503"
"2015-08-01","305.022"
"2015-09-01","295.608"
"2015-10-01","311.336"
"2015-11-01","292.869"
"2015-12-01","289.224"
"2016-01-01","265.314"
"2016-02-01","257.947"
"2016-03-01","309.657"
"2016-04-01","273.086"
"2016-05-01","257.671"
"2016-06-01","292.885"
"2016-07-01","252.338"
"2016-08-01","304.721"
"2016-09-01","331.769"
"2016-10-01","320.121"
"2016-11-01","313.668"
"2016-12-01","314.978"
"2017-01-01","330.907"
"2017-02-01","336.971"
"2017-03-01","328.108"
"2017-04-01","324.572"
"2017-05-01","322.288"
"2017-06-01","306.544"
"2017-07-01","304.653"
"2017-08-01","305.846"
"2017-09-01","299.395"
"2017-10-01","293.777"
"2017-11-01","288.324"
"2017-12-01","283.281"
"2018-01-01","274.103"
"2018-02-01","264.813"
"2018-03-01","267.284"
"2018-04-01","263.223"
"2018-05-01","262.211"
"2018-06-01","263.829"
"2018-07-01","288.456"
"2018-08-01","298.631"
"2018-09-01","281.173"
"2018-10-01","271.903"
"2018-11-01","267.184"
"2018-12-01","265.247"
"2019-01-01","268.356"
"2019-02-01","272.937"
"2019-03-01","272.432"
"2019-04-01","271.161"
"2019-05-01","273.477"
"2019-06-01","245.48"
"2019-07-01","246.506"
"2019-08-01","245.48"
"2019-09-01","241.807"
"2019-10-01","241.51"
"2019-11-01","229.329"
"2019-12-01","223.66"
"2020-01-01",null
"2020-02-01","218.172"
"2020-03-01","217.214"
"2020-04-01","218.637"
"2020-05-01","214.032"
"2020-06-01","209.503"
"2020-07-01","207.608"
"2020-08-01","204.555"
"2020-09-01",null
"2020-10-01",null
"2020-11-01","194.425"
"2020-12-01","199.336"
"2021-01-01","192.581"
"2021-02-01","188.692"
"2021-03-01","183.368"
"2021-04-01","183.435"
"2021-05-01","175.491"
"2021-06-01","180.111"
"2021-07-01","180.824"
"2021-08-01","174.312"
"2021-09-01","173.629"
"2021-10-01","172.965"
"2021-11-01","180.324"
"2021-12-01","188.847"
"2022-01-01","190.18"
"2022-02-01","188.928"
"2022-03-01","186.588"
"2022-04-01","183.394"
"2022-05-01","181.41"
"2022-06-01","180.495"
"2022-07-01","178.553"
"2022-08-01","176.7"
"2022-09-01",null
"2022-10-01",null
"2022-11-01","167.367"
"2022-12-01","165.304"
"2023-01-01","166.495"
"2023-02-01","164.486"
"2023-03-01",null
"2023-04-01","141.796"
"2023-05-01","127.354"
"2023-06-01","139.333"
"2023-07-01","130.284"
