"dtime per week","Average latency (ms)"
"2010-12-27",null
"2011-01-03",null
"2011-01-10",null
"2011-01-17",null
"2011-01-24",null
"2011-01-31","30.128"
"2011-02-07","29.717"
"2011-02-14","29.327"
"2011-02-21","28.775"
"2011-02-28","28.51"
"2011-03-07","28.415"
"2011-03-14","28.649"
"2011-03-21","28.395"
"2011-03-28","28.142"
"2011-04-04","28.284"
"2011-04-11","28.275"
"2011-04-18","28.463"
"2011-04-25","27.736"
"2011-05-02","27.876"
"2011-05-09","28.249"
"2011-05-16","28.462"
"2011-05-23","28.026"
"2011-05-30","27.906"
"2011-06-06","27.961"
"2011-06-13","28.097"
"2011-06-20","28.186"
"2011-06-27","28.237"
"2011-07-04","28.289"
"2011-07-11","28.127"
"2011-07-18","28.418"
"2011-07-25","28.683"
"2011-08-01","28.706"
"2011-08-08","28.657"
"2011-08-15","28.901"
"2011-08-22","28.699"
"2011-08-29","28.906"
"2011-09-05","28.811"
"2011-09-12","27.199"
"2011-09-19","27.082"
"2011-09-26","27.277"
"2011-10-03","27.241"
"2011-10-10","27.403"
"2011-10-17","27.726"
"2011-10-24","28.049"
"2011-10-31","28.349"
"2011-11-07","27.837"
"2011-11-14","28.026"
"2011-11-21","28.806"
"2011-11-28","28.792"
"2011-12-05","28.314"
"2011-12-12","28.462"
"2011-12-19","28.49"
"2011-12-26","28.96"
"2012-01-02","29.03"
"2012-01-09","29.43"
"2012-01-16","29.492"
"2012-01-23","29.855"
"2012-01-30","29.204"
"2012-02-06","29.484"
"2012-02-13","29.319"
"2012-02-20","29.055"
"2012-02-27","29.218"
"2012-03-05","29.964"
"2012-03-12","30.39"
"2012-03-19","30.119"
"2012-03-26","28.634"
"2012-04-02","27.062"
"2012-04-09","27.216"
"2012-04-16","26.981"
"2012-04-23","26.351"
"2012-04-30","26.203"
"2012-05-07","26.337"
"2012-05-14","26.239"
"2012-05-21","25.995"
"2012-05-28","26.05"
"2012-06-04","26.37"
"2012-06-11","27.11"
"2012-06-18","27.092"
"2012-06-25","26.317"
"2012-07-02","26.041"
"2012-07-09","26.06"
"2012-07-16","25.788"
"2012-07-23","25.824"
"2012-07-30","25.901"
"2012-08-06","26.172"
"2012-08-13","26.723"
"2012-08-20","26.204"
"2012-08-27","26.041"
"2012-09-03","26.164"
"2012-09-10","26.835"
"2012-09-17","27.258"
"2012-09-24","26.994"
"2012-10-01","26.826"
"2012-10-08","26.908"
"2012-10-15","26.428"
"2012-10-22","26.456"
"2012-10-29","27.726"
"2012-11-05","26.712"
"2012-11-12","27.861"
"2012-11-19","27.062"
"2012-11-26","27.369"
"2012-12-03","27.765"
"2012-12-10","28.213"
"2012-12-17","28.429"
"2012-12-24","29.805"
"2012-12-31","30.305"
"2013-01-07","29.23"
"2013-01-14","28.902"
"2013-01-21","29.817"
"2013-01-28","29.022"
"2013-02-04","29.235"
"2013-02-11","28.997"
"2013-02-18","29.807"
"2013-02-25","29.511"
"2013-03-04","29.242"
"2013-03-11","30.172"
"2013-03-18","30.073"
"2013-03-25","29.846"
"2013-04-01","29.986"
"2013-04-08","29.712"
"2013-04-15","29.703"
"2013-04-22","29.607"
"2013-04-29","29.606"
"2013-05-06","30.244"
"2013-05-13","30.179"
"2013-05-20","30.359"
"2013-05-27","30.574"
"2013-06-03","30.304"
"2013-06-10","30.184"
"2013-06-17","30.016"
"2013-06-24","29.746"
"2013-07-01","29.858"
"2013-07-08","30.276"
"2013-07-15","30.215"
"2013-07-22","30.329"
"2013-07-29","30.409"
"2013-08-05","29.904"
"2013-08-12","29.971"
"2013-08-19","29.475"
"2013-08-26","28.204"
"2013-09-02","27.718"
"2013-09-09","27.818"
"2013-09-16","28.858"
"2013-09-23","28.097"
"2013-09-30","28.67"
"2013-10-07","28.774"
"2013-10-14","28.842"
"2013-10-21","28.506"
"2013-10-28","28.294"
"2013-11-04","28.494"
"2013-11-11","29.375"
"2013-11-18","29.32"
"2013-11-25","29.43"
"2013-12-02","29.733"
"2013-12-09","29.715"
"2013-12-16","29.727"
"2013-12-23","30.695"
"2013-12-30","32.632"
"2014-01-06","31.544"
"2014-01-13","30.889"
"2014-01-20","31.174"
"2014-01-27","30.404"
"2014-02-03","30.831"
"2014-02-10","31.027"
"2014-02-17","30.003"
"2014-02-24","29.273"
"2014-03-03","28.964"
"2014-03-10","29.367"
"2014-03-17","28.386"
"2014-03-24","28.218"
"2014-03-31","27.795"
"2014-04-07","28.174"
"2014-04-14","27.908"
