"dtime per month","Average latency (ms)"
"2011-01-01",null
"2011-02-01","55.383"
"2011-03-01","55.504"
"2011-04-01","54.682"
"2011-05-01","54.872"
"2011-06-01","53.975"
"2011-07-01","53.759"
"2011-08-01","54.313"
"2011-09-01","52.896"
"2011-10-01","55.384"
"2011-11-01","56.134"
"2011-12-01","63.355"
"2012-01-01","68.679"
"2012-02-01","68.575"
"2012-03-01","67.938"
"2012-04-01","59.593"
"2012-05-01","57.901"
"2012-06-01","58.925"
"2012-07-01","57.987"
"2012-08-01","58.636"
"2012-09-01","60.11"
"2012-10-01","60.302"
"2012-11-01","62.259"
"2012-12-01","63.106"
"2013-01-01","66.678"
"2013-02-01","66.513"
"2013-03-01","65.985"
"2013-04-01","63.975"
"2013-05-01","64.843"
"2013-06-01","64.967"
"2013-07-01","66.269"
"2013-08-01","65.154"
"2013-09-01","63.545"
"2013-10-01","61.573"
"2013-11-01","63.348"
"2013-12-01","65.52"
"2014-01-01","68.611"
"2014-02-01","66.389"
"2014-03-01","63.138"
"2014-04-01","61.694"
"2014-05-01","61.158"
"2014-06-01","62.918"
"2014-07-01","62.015"
"2014-08-01","58.545"
"2014-09-01","57.85"
"2014-10-01","56.836"
"2014-11-01","56.89"
"2014-12-01","57.015"
"2015-01-01","63.274"
"2015-02-01","64.252"
"2015-03-01","63.153"
"2015-04-01","62.162"
"2015-05-01","61.518"
"2015-06-01","62.273"
"2015-07-01","60.652"
"2015-08-01","60.37"
"2015-09-01","60.931"
"2015-10-01","61.056"
"2015-11-01","61.522"
"2015-12-01","62.315"
"2016-01-01","56.798"
"2016-02-01","55.675"
"2016-03-01","54.918"
"2016-04-01","54.543"
"2016-05-01","55.434"
"2016-06-01","55.775"
"2016-07-01","56.662"
"2016-08-01","57.506"
"2016-09-01","57.012"
"2016-10-01","56.904"
"2016-11-01","58.599"
"2016-12-01","59.061"
"2017-01-01","63.152"
"2017-02-01","63.039"
"2017-03-01","61.673"
"2017-04-01","62.785"
"2017-05-01","61.162"
"2017-06-01","61.821"
"2017-07-01","62.22"
"2017-08-01","62.049"
"2017-09-01","60.514"
"2017-10-01","60.261"
"2017-11-01","60.434"
"2017-12-01","61.185"
"2018-01-01","58.277"
"2018-02-01","58.29"
"2018-03-01","57.634"
"2018-04-01","56.202"
"2018-05-01","55.683"
"2018-06-01","56.56"
"2018-07-01","58.698"
"2018-08-01","59.041"
"2018-09-01","59.882"
"2018-10-01","61.001"
"2018-11-01","61.637"
"2018-12-01","63.733"
"2019-01-01","65.724"
"2019-02-01","68.21"
"2019-03-01","63.527"
"2019-04-01","60.645"
"2019-05-01","58.602"
"2019-06-01","58.63"
"2019-07-01","58.708"
"2019-08-01","58.526"
"2019-09-01","57.606"
"2019-10-01","58.968"
"2019-11-01","61.037"
"2019-12-01","65.91"
"2020-01-01","63.77"
"2020-02-01","63.603"
"2020-03-01","67.161"
"2020-04-01","69.489"
"2020-05-01","66.807"
"2020-06-01","65.029"
"2020-07-01","63.29"
"2020-08-01","56.385"
"2020-09-01",null
"2020-10-01",null
"2020-11-01","57.719"
"2020-12-01","57.976"
"2021-01-01","54.362"
"2021-02-01","55.633"
"2021-03-01","53.223"
"2021-04-01","53.288"
"2021-05-01","51.413"
"2021-06-01","53.841"
"2021-07-01","51.776"
"2021-08-01","52.043"
"2021-09-01","52.543"
"2021-10-01","51.166"
"2021-11-01","50.873"
"2021-12-01","51.523"
"2022-01-01","52.011"
"2022-02-01","51.891"
"2022-03-01","52.359"
"2022-04-01","52.221"
"2022-05-01","52.305"
"2022-06-01","53.814"
"2022-07-01","53.935"
"2022-08-01","54.548"
"2022-09-01",null
"2022-10-01",null
"2022-11-01","52.001"
"2022-12-01","52.613"
"2023-01-01","52.823"
"2023-02-01","52.38"
"2023-03-01",null
"2023-04-01","48.395"
"2023-05-01","48.398"
"2023-06-01","50.646"
"2023-07-01","50.566"
